,City of Portsmouth,
,Fiscal Year 2014 Adopted Budget,
Public Works/General Services,,
,Business Center Index,
Organizational Chart,9 - 2,
Business Center Summary,9 - 3,
Streets And Highways,9 - 4,
Storm Water Management Fund,9 - 5,
Mosquito Control,9 - 6,
Engineering,9 - 7,
Traffic Engineering,9 - 8,
Parking Authority Fund,9 - 9,
Property Management,9 - 10,
Utilities,9 - 11,
Rental Of Land,9 - 12,
Waste Management Fund,9 - 13,
City Garage Fund,9 - 14,
Cemetery Perpetual Care Fund,9 - 15,
Public Utilities Fund,9 - 16,
Harbor Center Pavilion,9 - 17,
Fiscal Year 2014,9 - 1,Public Works/General Services
,City of Portsmouth,
,Fiscal Year 2014 Adopted Budget,
Public Works/General Services,Public Works/General Services,
Business Center Organizational Chart,Business Center Organizational Chart,
Total Permanent Positions,,
Positions =,355,
,Streets And Highways,
,Positions =,15
,Storm Water Management Fund,
,Positions =,27
,Mosquito Control,
,Positions =,4
,Engineering,
,Positions =,16
,Traffic Engineering,
,Positions =,9
,Parking Authority Fund,
,Positions =,6
,Property Management,
,Positions =,40
,Waste Management Fund,
,Positions =,62
,City Garage Fund,
,Positions =,35
,Public Utilities Fund,
,Positions =,139
,Harbor Center Pavilion,
,Positions =,2
Fiscal Year 2014,9 - 2,Public Works/General Services
,City of Portsmouth,,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,,
Public Works/General Services,Public Works/General Services,Public Works/General Services,,,
Description of Services Provided,,,,,
"Public Works consists of the divisions of Mosquito Control, Stormwater Management, Streets and Highways, Engineering, Traffic","Public Works consists of the divisions of Mosquito Control, Stormwater Management, Streets and Highways, Engineering, Traffic","Public Works consists of the divisions of Mosquito Control, Stormwater Management, Streets and Highways, Engineering, Traffic","Public Works consists of the divisions of Mosquito Control, Stormwater Management, Streets and Highways, Engineering, Traffic","Public Works consists of the divisions of Mosquito Control, Stormwater Management, Streets and Highways, Engineering, Traffic",
"Engineering, Properties Management, Cemetery Perpetual Care and Public Utilities. Services provided include Integrated","Engineering, Properties Management, Cemetery Perpetual Care and Public Utilities. Services provided include Integrated","Engineering, Properties Management, Cemetery Perpetual Care and Public Utilities. Services provided include Integrated","Engineering, Properties Management, Cemetery Perpetual Care and Public Utilities. Services provided include Integrated","Engineering, Properties Management, Cemetery Perpetual Care and Public Utilities. Services provided include Integrated",
"Mosquito Control Program, maintenance of city streets and alleys, management of construction and other infrastructure projects,","Mosquito Control Program, maintenance of city streets and alleys, management of construction and other infrastructure projects,","Mosquito Control Program, maintenance of city streets and alleys, management of construction and other infrastructure projects,","Mosquito Control Program, maintenance of city streets and alleys, management of construction and other infrastructure projects,","Mosquito Control Program, maintenance of city streets and alleys, management of construction and other infrastructure projects,",
cleaning and maintenance of city stormwater drainage system and management of facilities and properties in the City. The,cleaning and maintenance of city stormwater drainage system and management of facilities and properties in the City. The,cleaning and maintenance of city stormwater drainage system and management of facilities and properties in the City. The,cleaning and maintenance of city stormwater drainage system and management of facilities and properties in the City. The,cleaning and maintenance of city stormwater drainage system and management of facilities and properties in the City. The,
"Stormwater Management Division also provides inspection programs for construction and other activities, and administers the","Stormwater Management Division also provides inspection programs for construction and other activities, and administers the","Stormwater Management Division also provides inspection programs for construction and other activities, and administers the","Stormwater Management Division also provides inspection programs for construction and other activities, and administers the","Stormwater Management Division also provides inspection programs for construction and other activities, and administers the",
city's Comprehensive Stormwater Management Plan to protect the environment and ensure compliance with state and federal,city's Comprehensive Stormwater Management Plan to protect the environment and ensure compliance with state and federal,city's Comprehensive Stormwater Management Plan to protect the environment and ensure compliance with state and federal,city's Comprehensive Stormwater Management Plan to protect the environment and ensure compliance with state and federal,city's Comprehensive Stormwater Management Plan to protect the environment and ensure compliance with state and federal,
environmental requirements.,,,,,
"Also included within Public Works is the Parking Authority, services provided include maintenance of various parking garages","Also included within Public Works is the Parking Authority, services provided include maintenance of various parking garages","Also included within Public Works is the Parking Authority, services provided include maintenance of various parking garages","Also included within Public Works is the Parking Authority, services provided include maintenance of various parking garages","Also included within Public Works is the Parking Authority, services provided include maintenance of various parking garages",
"and meters; Waste Management, collection and disposal of waste and bulk materials as well as city sweeping; City Garage,","and meters; Waste Management, collection and disposal of waste and bulk materials as well as city sweeping; City Garage,","and meters; Waste Management, collection and disposal of waste and bulk materials as well as city sweeping; City Garage,","and meters; Waste Management, collection and disposal of waste and bulk materials as well as city sweeping; City Garage,","and meters; Waste Management, collection and disposal of waste and bulk materials as well as city sweeping; City Garage,",
coordination of the purchase and maintenance of vehicles and construction equipment; provision of maintenance and upkeep for,coordination of the purchase and maintenance of vehicles and construction equipment; provision of maintenance and upkeep for,coordination of the purchase and maintenance of vehicles and construction equipment; provision of maintenance and upkeep for,coordination of the purchase and maintenance of vehicles and construction equipment; provision of maintenance and upkeep for,coordination of the purchase and maintenance of vehicles and construction equipment; provision of maintenance and upkeep for,
"the Harbor Center Pavilion; and the Cemetery Fund, provision of care for cemetery lots.","the Harbor Center Pavilion; and the Cemetery Fund, provision of care for cemetery lots.",,,,
Public Utilities is responsible for Water Treatment & Distribution; Wastewater Collection and Conveyance and the Financial and,Public Utilities is responsible for Water Treatment & Distribution; Wastewater Collection and Conveyance and the Financial and,Public Utilities is responsible for Water Treatment & Distribution; Wastewater Collection and Conveyance and the Financial and,Public Utilities is responsible for Water Treatment & Distribution; Wastewater Collection and Conveyance and the Financial and,Public Utilities is responsible for Water Treatment & Distribution; Wastewater Collection and Conveyance and the Financial and,
Engineering Administration of these functions within Portsmouth and areas of Suffolk and Chesapeake. Public Utilities functions,Engineering Administration of these functions within Portsmouth and areas of Suffolk and Chesapeake. Public Utilities functions,Engineering Administration of these functions within Portsmouth and areas of Suffolk and Chesapeake. Public Utilities functions,Engineering Administration of these functions within Portsmouth and areas of Suffolk and Chesapeake. Public Utilities functions,Engineering Administration of these functions within Portsmouth and areas of Suffolk and Chesapeake. Public Utilities functions,
"as an Enterprise Fund, solely supported through user charges, and absorbs all costs associated with its operations, including","as an Enterprise Fund, solely supported through user charges, and absorbs all costs associated with its operations, including","as an Enterprise Fund, solely supported through user charges, and absorbs all costs associated with its operations, including","as an Enterprise Fund, solely supported through user charges, and absorbs all costs associated with its operations, including","as an Enterprise Fund, solely supported through user charges, and absorbs all costs associated with its operations, including",
"debt service, payments in lieu of taxes and return on investment to the City.","debt service, payments in lieu of taxes and return on investment to the City.",,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Business Units,,Actual,Adopted,Amended,Adopted
Cemetery Perpetual Care Fund,,-,"100,000","100,000","100,000"
City Garage Fund,,"9,260,420","8,760,305","8,760,305","9,932,748"
Engineering,,"1,140,105","1,420,171","1,420,171","1,361,549"
Harbor Center Pavilion,,"398,208","352,780","352,780","350,135"
Mosquito Control,,"301,921","442,107","442,107","484,794"
Parking Authority Fund,,"1,539,839","1,686,516","1,686,516","1,486,026"
Property Management,,"3,249,325","3,756,159","3,756,159","3,746,899"
Public Utilities Fund,,"37,184,443","45,025,728","45,025,728","43,697,036"
Rental Of Land,,"823,152","804,072","804,072","654,757"
Storm Water Management Fund,,"5,256,873","7,511,148","7,511,148","8,511,148"
Streets And Highways,,"3,288,463","3,240,320","3,240,320","3,493,214"
Traffic Engineering,,"2,468,994","2,721,208","2,721,208","2,716,606"
Utilities,,"2,261,358","2,174,500","2,174,500","2,699,500"
Waste Management Fund,,"11,771,163","12,586,792","12,586,792","12,284,800"
,Total Budget,"78,944,263","90,581,806","90,581,806","91,519,212"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"13,931,526","14,911,317","14,911,317","15,507,454"
420 Stormwater Management Fund,,"5,256,873","7,511,148","7,511,148","8,511,148"
500 Cemetery Fund,,-,"100,000","100,000","100,000"
700 Public Utility Fund,,"37,184,443","45,025,728","45,025,728","43,697,036"
740 Waste Management Fund,,"11,771,163","12,586,792","12,586,792","12,284,800"
750 Portsmouth Parking Authority,,"1,539,839","1,686,516","1,686,516","1,486,026"
800 City Garage Fund,,"9,260,420","8,760,305","8,760,305","9,932,748"
,Total Funding,"78,944,263","90,581,806","90,581,806","91,519,212"
Fiscal Year 2014,9 - 3,,,Public Works/General Services,Public Works/General Services
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
Public Works/General Services,Public Works/General Services,Public Works/General Services,,,
Parking Authority Fund,Parking Authority Fund,Parking Authority Fund,,,
Business Unit Mission Statement,,,,,
"The Parking Authority will provide safe, efficient and attractive parking at reasonable rates for long-term, short-term, and special","The Parking Authority will provide safe, efficient and attractive parking at reasonable rates for long-term, short-term, and special","The Parking Authority will provide safe, efficient and attractive parking at reasonable rates for long-term, short-term, and special","The Parking Authority will provide safe, efficient and attractive parking at reasonable rates for long-term, short-term, and special","The Parking Authority will provide safe, efficient and attractive parking at reasonable rates for long-term, short-term, and special",
event parking in the Downtown Portsmouth Business District.,event parking in the Downtown Portsmouth Business District.,,,,
Description of Services Provided,,,,,
"The Portsmouth Parking Authority is responsible for the operation and maintenance of six parking garages, eight surface lots,","The Portsmouth Parking Authority is responsible for the operation and maintenance of six parking garages, eight surface lots,","The Portsmouth Parking Authority is responsible for the operation and maintenance of six parking garages, eight surface lots,","The Portsmouth Parking Authority is responsible for the operation and maintenance of six parking garages, eight surface lots,","The Portsmouth Parking Authority is responsible for the operation and maintenance of six parking garages, eight surface lots,",
and approximately 490 parking meters. The following services are provided:,and approximately 490 parking meters. The following services are provided:,,,,
* Daily garage ticket sales,,,,,
* Supplementary parking enforcement in the Downtown Portsmouth area.,* Supplementary parking enforcement in the Downtown Portsmouth area.,,,,
"* Special event parking, including concert events held at the Harbor Center Pavilion.","* Special event parking, including concert events held at the Harbor Center Pavilion.","* Special event parking, including concert events held at the Harbor Center Pavilion.",,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Expenditure Categories,,Actual,Adopted,Amended,Adopted
Salaries,,"283,945","363,294","363,294","358,959"
Allowances,,"2,160","4,318","4,318","2,160"
Benefits,,"132,281","94,319","94,319","97,828"
Other Operating Expenses,,"343,007","397,112","397,112","393,926"
Internal Service Charges,,"59,349","54,322","54,322","55,883"
Debt Service,,"254,583","773,151","773,151","577,270"
Capital Outlay,,"464,515",-,-,-
,Net Budget,"1,539,839","1,686,516","1,686,516","1,486,026"
,Total Budget,"1,539,839","1,686,516","1,686,516","1,486,026"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
750 Portsmouth Parking Authority,,"1,539,839","1,686,516","1,686,516","1,486,026"
,Total Funding,"1,539,839","1,686,516","1,686,516","1,486,026"
Strategic Goals,,,,,
* Implementation of the Downtown Parking Master Plan.,,,,,
* Evaluate the existing parking decks and surface lots.,,,,,
* Provide support for certain City sponsored events.,,,,,
Outcomes and Accomplishments,,,,,
* Installation of pay stations and signage in the new Judicial Facility parking lot.,* Installation of pay stations and signage in the new Judicial Facility parking lot.,,,,
"* Structural assessment of county street, City Hall and Harbor Street garages.","* Structural assessment of county street, City Hall and Harbor Street garages.",,,,
* Completing 70% of the recommendation of the Downtown Parking Master Plan.,* Completing 70% of the recommendation of the Downtown Parking Master Plan.,,,,
Fiscal Year 2014,9 - 9,,,Public Works/General Services,Public Works/General Services
,City of Portsmouth,City of Portsmouth,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
Public Works/General Services,Public Works/General Services,Public Works/General Services,,,
Property Management,Property Management,Property Management,,,
Business Unit Mission Statement,,,,,
"To provide the best municipal facilities for citizens to utilize at a cost that is competitive with the ""best practice"" private sector","To provide the best municipal facilities for citizens to utilize at a cost that is competitive with the ""best practice"" private sector","To provide the best municipal facilities for citizens to utilize at a cost that is competitive with the ""best practice"" private sector","To provide the best municipal facilities for citizens to utilize at a cost that is competitive with the ""best practice"" private sector","To provide the best municipal facilities for citizens to utilize at a cost that is competitive with the ""best practice"" private sector",
properties management firms.,,,,,
Description of Services Provided,,,,,
"To provide building maintenance services and replacement to include, electrical, HVAC, plumbing, carpentry, painting and","To provide building maintenance services and replacement to include, electrical, HVAC, plumbing, carpentry, painting and","To provide building maintenance services and replacement to include, electrical, HVAC, plumbing, carpentry, painting and","To provide building maintenance services and replacement to include, electrical, HVAC, plumbing, carpentry, painting and","To provide building maintenance services and replacement to include, electrical, HVAC, plumbing, carpentry, painting and",
janitorial services. The division also operates a storeroom that provides janitorial supplies and other items used by City,janitorial services. The division also operates a storeroom that provides janitorial supplies and other items used by City,janitorial services. The division also operates a storeroom that provides janitorial supplies and other items used by City,janitorial services. The division also operates a storeroom that provides janitorial supplies and other items used by City,janitorial services. The division also operates a storeroom that provides janitorial supplies and other items used by City,
"departments. The division primarily serves internal customers; however, external customers also benefit from these services.","departments. The division primarily serves internal customers; however, external customers also benefit from these services.","departments. The division primarily serves internal customers; however, external customers also benefit from these services.","departments. The division primarily serves internal customers; however, external customers also benefit from these services.","departments. The division primarily serves internal customers; however, external customers also benefit from these services.",
Logistical support is also provided for special events.,,,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Expenditure Categories,,Actual,Adopted,Amended,Adopted
Salaries,,"1,294,301","1,391,642","1,391,642","1,291,588"
Allowances,,"9,720","12,948","12,948","9,720"
Benefits,,"530,850","602,399","602,399","579,086"
Other Operating Expenses,,"1,089,316","1,404,170","1,404,170","1,510,200"
Internal Service Charges,,"325,138","345,000","345,000","356,305"
,Net Budget,"3,249,325","3,756,159","3,756,159","3,746,899"
,Total Budget,"3,249,325","3,756,159","3,756,159","3,746,899"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"3,249,325","3,756,159","3,756,159","3,746,899"
,Total Funding,"3,249,325","3,756,159","3,756,159","3,746,899"
Strategic Goals,,,,,
* Continue work on Life Cycle Costing,,,,,
* Develop an improved training plan that addresses new opportunities to improve efficiencies,* Develop an improved training plan that addresses new opportunities to improve efficiencies,* Develop an improved training plan that addresses new opportunities to improve efficiencies,,,
* Update the division Facility Study to more accurately project future replacement needs.,* Update the division Facility Study to more accurately project future replacement needs.,* Update the division Facility Study to more accurately project future replacement needs.,,,
Outcomes and Accomplishments,,,,,
* Continuosly improving efficiencies in custodial service,,,,,
* Implemented a new work management/asset management software system,* Implemented a new work management/asset management software system,,,,
* Succesfully opened the new Portsmouth Judicial Center,,,,,
Major Budget Variances,,,,,
The opening of the new Portsmouth Judicial Center has caused Property Management Budget to increase slightly because the,The opening of the new Portsmouth Judicial Center has caused Property Management Budget to increase slightly because the,The opening of the new Portsmouth Judicial Center has caused Property Management Budget to increase slightly because the,The opening of the new Portsmouth Judicial Center has caused Property Management Budget to increase slightly because the,The opening of the new Portsmouth Judicial Center has caused Property Management Budget to increase slightly because the,
"FY- 13 budget reflected a partial year of operation. In addition, the one year warranty on certain building systems will expire","FY- 13 budget reflected a partial year of operation. In addition, the one year warranty on certain building systems will expire","FY- 13 budget reflected a partial year of operation. In addition, the one year warranty on certain building systems will expire","FY- 13 budget reflected a partial year of operation. In addition, the one year warranty on certain building systems will expire","FY- 13 budget reflected a partial year of operation. In addition, the one year warranty on certain building systems will expire",
during the FY-14 budget year creating expenses that were not included in FY-13 due to warranties being in effect.,during the FY-14 budget year creating expenses that were not included in FY-13 due to warranties being in effect.,during the FY-14 budget year creating expenses that were not included in FY-13 due to warranties being in effect.,during the FY-14 budget year creating expenses that were not included in FY-13 due to warranties being in effect.,,
Fiscal Year 2014,9 - 10,,,Public Works/General Services,Public Works/General Services
,City of Portsmouth,City of Portsmouth,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
Public Works/General Services,Public Works/General Services,Public Works/General Services,,,
,Utilities,,,,
Business Unit Mission Statement,,,,,
To provide our customers with facilities that are energy efficient and environmentally friendly through a proactive effort by,To provide our customers with facilities that are energy efficient and environmentally friendly through a proactive effort by,To provide our customers with facilities that are energy efficient and environmentally friendly through a proactive effort by,To provide our customers with facilities that are energy efficient and environmentally friendly through a proactive effort by,To provide our customers with facilities that are energy efficient and environmentally friendly through a proactive effort by,
utilizing energy saving materials and technology whenever possible.,utilizing energy saving materials and technology whenever possible.,,,,
Description of Services Provided,,,,,
"The Utilities Division provides funding to cover the cost of electricity, natural gas, fuel oil, water service, sewage treatment and","The Utilities Division provides funding to cover the cost of electricity, natural gas, fuel oil, water service, sewage treatment and","The Utilities Division provides funding to cover the cost of electricity, natural gas, fuel oil, water service, sewage treatment and","The Utilities Division provides funding to cover the cost of electricity, natural gas, fuel oil, water service, sewage treatment and","The Utilities Division provides funding to cover the cost of electricity, natural gas, fuel oil, water service, sewage treatment and",
stormwater management for the City's municipal buildings and exterior facilities.,stormwater management for the City's municipal buildings and exterior facilities.,,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Expenditure Categories,,Actual,Adopted,Amended,Adopted
Other Operating Expenses,,"2,261,358","2,174,500","2,174,500","2,699,500"
,Net Budget,"2,261,358","2,174,500","2,174,500","2,699,500"
,Total Budget,"2,261,358","2,174,500","2,174,500","2,699,500"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"2,261,358","2,174,500","2,174,500","2,699,500"
,Total Funding,"2,261,358","2,174,500","2,174,500","2,699,500"
Strategic Goals,,,,,
* Focus attention on educating City employees and the public about energy conservation,* Focus attention on educating City employees and the public about energy conservation,* Focus attention on educating City employees and the public about energy conservation,,,
.,,,,,
* Continue a program to upgrade lighting systems to energy efficient lamps and ballast.,* Continue a program to upgrade lighting systems to energy efficient lamps and ballast.,* Continue a program to upgrade lighting systems to energy efficient lamps and ballast.,,,
Outcomes and Accomplishments,,,,,
Decreased the overall cost per square foot for Utilities.,,,,,
Fiscal Year 2014,9 - 11,,,Public Works/General Services,Public Works/General Services
,City of Portsmouth,City of Portsmouth,,,
,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
,Public Works/General Services,Public Works/General Services,,,
,Rental Of Land,,,,
Business Unit Mission Statement,,,,,
To negotiate and manage leases that provide quality office space at the most reasonable cost. To ensure that property owners,To negotiate and manage leases that provide quality office space at the most reasonable cost. To ensure that property owners,To negotiate and manage leases that provide quality office space at the most reasonable cost. To ensure that property owners,To negotiate and manage leases that provide quality office space at the most reasonable cost. To ensure that property owners,To negotiate and manage leases that provide quality office space at the most reasonable cost. To ensure that property owners,
adhere to the contents of the lease and provide services that are comparable to customers occupying City owned space.,adhere to the contents of the lease and provide services that are comparable to customers occupying City owned space.,adhere to the contents of the lease and provide services that are comparable to customers occupying City owned space.,adhere to the contents of the lease and provide services that are comparable to customers occupying City owned space.,adhere to the contents of the lease and provide services that are comparable to customers occupying City owned space.,
Description of Services Provided,,,,,
Management of leases to provide quality and efficient office space for city services.,Management of leases to provide quality and efficient office space for city services.,,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
,Expenditure Categories,Actual,Adopted,Amended,Adopted
Other Operating Expenses,,"823,152","804,072","804,072","654,757"
,Net Budget,"823,152","804,072","804,072","654,757"
,Total Budget,"823,152","804,072","804,072","654,757"
,,FY 2012,FY 2013,FY 2013,FY 2014
,Funding Sources,Actual,Adopted,Amended,Adopted
100 General Fund,,"823,152","804,072","804,072","654,757"
,Total Funding,"823,152","804,072","804,072","654,757"
Strategic Goals,,,,,
*,Insure owners are accountable for upholding the contents of the lease.,,,,
*,Renew all leases at least six months prior to the expiration date.,,,,
*,Insure payment of no higher than market rate for office space.,,,,
*,Minimize leased space by maximizing the use of City owned facilities,,,,
Outcomes and Accomplishments,,,,,
* Successfully re-negotiated all leases due for renewal.,,,,,
Fiscal Year 2014,9 - 12,,,Public Works/General Services,Public Works/General Services
,City of Portsmouth,City of Portsmouth,,,
,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
,Public Works/General Services,Public Works/General Services,,,
,Waste Management Fund,Waste Management Fund,,,
Business Unit Mission Statement,,,,,
To provide efficient and environmentally friendly waste removal and disposal using the most economical process available.,To provide efficient and environmentally friendly waste removal and disposal using the most economical process available.,To provide efficient and environmentally friendly waste removal and disposal using the most economical process available.,To provide efficient and environmentally friendly waste removal and disposal using the most economical process available.,To provide efficient and environmentally friendly waste removal and disposal using the most economical process available.,
Description of Services Provided,,,,,
"To collect and dispose of household waste and bulk material for approximately 33,000 customers.","To collect and dispose of household waste and bulk material for approximately 33,000 customers.","To collect and dispose of household waste and bulk material for approximately 33,000 customers.",,,
Sanitation: This work group provides once weekly collection to approximately 80% of the City's residential households based on,Sanitation: This work group provides once weekly collection to approximately 80% of the City's residential households based on,Sanitation: This work group provides once weekly collection to approximately 80% of the City's residential households based on,Sanitation: This work group provides once weekly collection to approximately 80% of the City's residential households based on,Sanitation: This work group provides once weekly collection to approximately 80% of the City's residential households based on,
an automated waste colleciton program. The remaining 20% are serviced through a semi-automated system. Yard waste is,an automated waste colleciton program. The remaining 20% are serviced through a semi-automated system. Yard waste is,an automated waste colleciton program. The remaining 20% are serviced through a semi-automated system. Yard waste is,an automated waste colleciton program. The remaining 20% are serviced through a semi-automated system. Yard waste is,an automated waste colleciton program. The remaining 20% are serviced through a semi-automated system. Yard waste is,
collected once weekly and disposed in the City owned and operated landfill. This unit also provides commercial waste collection,collected once weekly and disposed in the City owned and operated landfill. This unit also provides commercial waste collection,collected once weekly and disposed in the City owned and operated landfill. This unit also provides commercial waste collection,collected once weekly and disposed in the City owned and operated landfill. This unit also provides commercial waste collection,collected once weekly and disposed in the City owned and operated landfill. This unit also provides commercial waste collection,
"in the Downtown Commercial District six days per week. An average of 56,000 tons of solid waste is collected and disposed of","in the Downtown Commercial District six days per week. An average of 56,000 tons of solid waste is collected and disposed of","in the Downtown Commercial District six days per week. An average of 56,000 tons of solid waste is collected and disposed of","in the Downtown Commercial District six days per week. An average of 56,000 tons of solid waste is collected and disposed of","in the Downtown Commercial District six days per week. An average of 56,000 tons of solid waste is collected and disposed of",
per year at the Southeastern Public Service Authority (SPSA) . This work group also provides collection service to senior and,per year at the Southeastern Public Service Authority (SPSA) . This work group also provides collection service to senior and,per year at the Southeastern Public Service Authority (SPSA) . This work group also provides collection service to senior and,per year at the Southeastern Public Service Authority (SPSA) . This work group also provides collection service to senior and,per year at the Southeastern Public Service Authority (SPSA) . This work group also provides collection service to senior and,
disabled citizens as mandated by the Americans with Disabilities Act and special pickups are provided for move-ins and,disabled citizens as mandated by the Americans with Disabilities Act and special pickups are provided for move-ins and,disabled citizens as mandated by the Americans with Disabilities Act and special pickups are provided for move-ins and,disabled citizens as mandated by the Americans with Disabilities Act and special pickups are provided for move-ins and,disabled citizens as mandated by the Americans with Disabilities Act and special pickups are provided for move-ins and,
move-outs.,,,,,
"Bulk Refuse: Provide once weekly collection for 65,800 cubic yards of bulk material which is collected and disposed at the City","Bulk Refuse: Provide once weekly collection for 65,800 cubic yards of bulk material which is collected and disposed at the City","Bulk Refuse: Provide once weekly collection for 65,800 cubic yards of bulk material which is collected and disposed at the City","Bulk Refuse: Provide once weekly collection for 65,800 cubic yards of bulk material which is collected and disposed at the City","Bulk Refuse: Provide once weekly collection for 65,800 cubic yards of bulk material which is collected and disposed at the City",
"owned Craney Island Landfill. In addition, for special clean-up projects, roll-off boxes are provided to City departments and civic","owned Craney Island Landfill. In addition, for special clean-up projects, roll-off boxes are provided to City departments and civic","owned Craney Island Landfill. In addition, for special clean-up projects, roll-off boxes are provided to City departments and civic","owned Craney Island Landfill. In addition, for special clean-up projects, roll-off boxes are provided to City departments and civic","owned Craney Island Landfill. In addition, for special clean-up projects, roll-off boxes are provided to City departments and civic",
"groups for special and neighborhood clean-ups. In accordance with Federal mandates, prior to disposal, In addition to these","groups for special and neighborhood clean-ups. In accordance with Federal mandates, prior to disposal, In addition to these","groups for special and neighborhood clean-ups. In accordance with Federal mandates, prior to disposal, In addition to these","groups for special and neighborhood clean-ups. In accordance with Federal mandates, prior to disposal, In addition to these","groups for special and neighborhood clean-ups. In accordance with Federal mandates, prior to disposal, In addition to these",
"services, to coordinate drop off recycling services, this unit collaborates with Tidewater Fiber and containers are pulled and","services, to coordinate drop off recycling services, this unit collaborates with Tidewater Fiber and containers are pulled and","services, to coordinate drop off recycling services, this unit collaborates with Tidewater Fiber and containers are pulled and","services, to coordinate drop off recycling services, this unit collaborates with Tidewater Fiber and containers are pulled and","services, to coordinate drop off recycling services, this unit collaborates with Tidewater Fiber and containers are pulled and",
"dumped approximately 460 times. In FY-12, the citizens of Portsmouth recycled 520 tons of materials.","dumped approximately 460 times. In FY-12, the citizens of Portsmouth recycled 520 tons of materials.","dumped approximately 460 times. In FY-12, the citizens of Portsmouth recycled 520 tons of materials.","dumped approximately 460 times. In FY-12, the citizens of Portsmouth recycled 520 tons of materials.",,
"Landfill: Operation of the landfill for construction debris disposal, yard waste, tree limbs, and other bulk refuse. The landfill is","Landfill: Operation of the landfill for construction debris disposal, yard waste, tree limbs, and other bulk refuse. The landfill is","Landfill: Operation of the landfill for construction debris disposal, yard waste, tree limbs, and other bulk refuse. The landfill is","Landfill: Operation of the landfill for construction debris disposal, yard waste, tree limbs, and other bulk refuse. The landfill is","Landfill: Operation of the landfill for construction debris disposal, yard waste, tree limbs, and other bulk refuse. The landfill is",
"only authorized for City collection crews and City approved construction project usage. An average of 76,000 cubic yards of","only authorized for City collection crews and City approved construction project usage. An average of 76,000 cubic yards of","only authorized for City collection crews and City approved construction project usage. An average of 76,000 cubic yards of","only authorized for City collection crews and City approved construction project usage. An average of 76,000 cubic yards of","only authorized for City collection crews and City approved construction project usage. An average of 76,000 cubic yards of",
debris was deposited at the landfill.,,,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
,Expenditure Categories,Actual,Adopted,Amended,Adopted
Salaries,,"2,060,276","2,275,628","2,275,628","2,156,871"
Benefits,,"1,519,062","1,325,062","1,325,062","1,387,515"
Other Operating Expenses,,"5,879,962","6,444,288","6,444,288","5,777,697"
Internal Service Charges,,"1,559,663","1,580,594","1,580,594","1,526,141"
Debt Service,,"47,664","961,220","961,220","729,296"
Capital Outlay,,"704,536",-,-,"707,280"
,Net Budget,"11,771,163","12,586,792","12,586,792","12,284,800"
,Total Budget,"11,771,163","12,586,792","12,586,792","12,284,800"
,,FY 2012,FY 2013,FY 2013,FY 2014
,Funding Sources,Actual,Adopted,Amended,Adopted
740 Waste Management Fund,,"11,771,163","12,586,792","12,586,792","12,284,800"
,Total Funding,"11,771,163","12,586,792","12,586,792","12,284,800"
Strategic Goals,,,,,
*,Develop and implement a curbside recycling program.,,,,
* Maximize the life expectancy of the Craney Island Landfill.,,,,,
* Recycle 50% of all bulk waste collected.,,,,,
Outcomes and Accomplishments,,,,,
* Consolidated all code enforcement with Neighborhood Quality Inspectors to improve enforcement.,* Consolidated all code enforcement with Neighborhood Quality Inspectors to improve enforcement.,* Consolidated all code enforcement with Neighborhood Quality Inspectors to improve enforcement.,,,
* Moved Street Sweeping Operations to the Stormwater Division to improve efficiency.,* Moved Street Sweeping Operations to the Stormwater Division to improve efficiency.,* Moved Street Sweeping Operations to the Stormwater Division to improve efficiency.,,,
* Created a comprehensive Request For Proposals to implement a full service recycling program,* Created a comprehensive Request For Proposals to implement a full service recycling program,* Created a comprehensive Request For Proposals to implement a full service recycling program,,,
* Reorganized existing staff to create a Recycling Coordinator.,* Reorganized existing staff to create a Recycling Coordinator.,,,,
