Cmp,Fac Name,Seg From,Pm Los,Type Seg,Seg To,latitude,longitude
F1220570,I-464,SOUTH MAIN ST,A-C,E,I-264,36.8292752780046,-76.2873429911343
F1240250,I-264,DES MOINES AVE,A-C,E,EFFINGHAM ST,36.8302311929749,-76.3159179759959
F1240240,I-264,DES MOINES AVE,A-C,E,EFFINGHAM ST,36.8283247720491,-76.3158451830479
F1240220,I-264,FUTURE MLK FWY,A-C,E,DES MOINES AVE,36.8272235803159,-76.3214152778723
F1240220,I-264,FUTURE MLK FWY,A-C,E,DES MOINES AVE,36.8256503814983,-76.3254956602445
F1220540,I-464,CHESAPEAKE CL,A-C,E,SOUTH MAIN ST,36.8250483097598,-76.2822939374865
F1220550,I-464,CHESAPEAKE CL,A-C,E,SOUTH MAIN ST,36.8245565414386,-76.2842620956833
F1240210,I-264,FREDERICK BLVD,A-C,E,FUTURE MLK FWY,36.825330042983,-76.3302151011225
F1240200,I-264,FREDERICK BLVD,A-C,E,FUTURE MLK FWY,36.8235849695568,-76.3289348294119
F1240200,I-264,FREDERICK BLVD,A-C,E,FUTURE MLK FWY,36.822103106594,-76.331700511089
F1240180,I-264,PORTSMOUTH BLVD,A-C,E,FREDERICK BLVD,36.8211098288797,-76.3354345293634
F1310390,I-664,PORTSMOUTH BLVD,D,E,PUGHSVILLE RD,36.83442084791,-76.4324846070603
F1310380,I-664,PORTSMOUTH BLVD,E,E,PUGHSVILLE RD,36.8340465777721,-76.4351510492275
F1310390,I-664,PORTSMOUTH BLVD,D,E,PUGHSVILLE RD,36.82101393531,-76.4318368194954
F1310380,I-664,PORTSMOUTH BLVD,E,E,PUGHSVILLE RD,36.8206184229936,-76.4342719876443
F1310300,I-464,POINDEXTER ST,A-C,E,NORFOLK CL,36.8181063436699,-76.2805446925212
F1240190,I-264,PORTSMOUTH BLVD,A-C,E,FREDERICK BLVD,36.8171651186356,-76.3474344025125
F1240180,I-264,PORTSMOUTH BLVD,A-C,E,FREDERICK BLVD,36.8163925813563,-76.3454397145932
F1310310,I-464,POINDEXTER ST,A-C,E,NORFOLK CL,36.8173302305879,-76.2827349380181
F1240160,I-264,VICTORY BLVD,A-C,E,PORTSMOUTH BLVD,36.8144731733928,-76.3472618652492
F1340280,I-64,NORFOLK CL,F,E,INDIAN RIVER RD,36.8107574818389,-76.1967222103112
F1340290,I-64,NORFOLK CL,A-C,E,INDIAN RIVER RD,36.8118125475251,-76.1939548178896
F1240170,I-264,VICTORY BLVD,A-C,E,PORTSMOUTH BLVD,36.8148936571987,-76.3495830461839
F1310290,I-464,FREEMAN AVE,A-C,E,POINDEXTER ST,36.8111897401439,-76.2822986463307
F1340290,I-64,NORFOLK CL,A-C,E,INDIAN RIVER RD,36.8085667339899,-76.1943940501744
F1340310,I-64,INDIAN RIVER RD,A-C,E,CHESEAPEAKE CL,36.8063834517963,-76.1950045127219
F1240170,I-264,VICTORY BLVD,A-C,E,PORTSMOUTH BLVD,36.8125662584533,-76.3517213918292
F1240160,I-264,VICTORY BLVD,A-C,E,PORTSMOUTH BLVD,36.8116883006575,-76.3498296006572
F1340310,I-64,INDIAN RIVER RD,A-C,E,CHESEAPEAKE CL,36.8050347557204,-76.1956046265451
F1310280,I-464,FREEMAN AVE,A-C,E,POINDEXTER ST,36.8085350276975,-76.2791500757687
F1310290,I-464,FREEMAN AVE,A-C,E,POINDEXTER ST,36.8082033147488,-76.281316942688
F1240170,I-264,VICTORY BLVD,A-C,E,PORTSMOUTH BLVD,36.8098396744687,-76.3553649767632
F1240160,I-264,VICTORY BLVD,A-C,E,PORTSMOUTH BLVD,36.8085775847253,-76.3539231086842
F1240150,I-264,GREENWOOD DR,D,E,VICTORY BLVD,36.8082377889379,-76.3587093677233
F1240140,I-264,GREENWOOD DR,A-C,E,VICTORY BLVD,36.8068590672054,-76.3574218959974
F1310360,I-664,DOCK LANDING RD,E,E,PORTSMOUTH BLVD,36.8132341738636,-76.433103271013
F1310370,I-664,DOCK LANDING RD,D,E,PORTSMOUTH BLVD,36.8131468347431,-76.4306224343619
F1310360,I-664,DOCK LANDING RD,E,E,PORTSMOUTH BLVD,36.8058776753448,-76.4318466152315
F1310370,I-664,DOCK LANDING RD,D,E,PORTSMOUTH BLVD,36.8053469347344,-76.4293456239704
F1240140,I-264,GREENWOOD DR,A-C,E,VICTORY BLVD,36.8034827676636,-76.3661969309773
F1240150,I-264,GREENWOOD DR,D,E,VICTORY BLVD,36.8047319936467,-76.367950803693
F1240140,I-264,GREENWOOD DR,A-C,E,VICTORY BLVD,36.8001936566989,-76.3745443263431
F1240150,I-264,GREENWOOD DR,D,E,VICTORY BLVD,36.8009456373099,-76.3774463126629
F1240140,I-264,GREENWOOD DR,A-C,E,VICTORY BLVD,36.7994547923247,-76.3760646738415
F1310350,I-664,ROUTES 13/58/460,E,E,DOCK LANDING RD,36.802303186292,-76.4286928610055
F1340300,I-64,INDIAN RIVER RD,D,E,CHESEAPEAKE CL,36.8017137664644,-76.2051960771691
F1340310,I-64,INDIAN RIVER RD,A-C,E,CHESEAPEAKE CL,36.7989623671862,-76.2041404476261
F1240130,I-264,WCL PORTSMOUTH,D,E,GREENWOOD DR,36.7994365442793,-76.3804517384234
F1240120,I-264,WCL PORTSMOUTH,A-C,E,GREENWOOD DR,36.7981492039289,-76.3787718405878
F1240130,I-264,WCL PORTSMOUTH,D,E,GREENWOOD DR,36.7978130021548,-76.3836886183752
F1240120,I-264,WCL PORTSMOUTH,A-C,E,GREENWOOD DR,36.796289787287,-76.3825144929246
F1310290,I-464,FREEMAN AVE,A-C,E,POINDEXTER ST,36.7986117247513,-76.2828993217141
F1310280,I-464,FREEMAN AVE,A-C,E,POINDEXTER ST,36.7983789792636,-76.280702458095
F1310230,I-264,I-64&664,D,E,WCL PORTSMOUTH,36.7951132348862,-76.3891210493672
F1310220,I-264,I-64&664,A-C,E,WCL PORTSMOUTH,36.7931509381863,-76.388425414316
F1310100,I-64,VA BEACH CL,D,E,GREENBRIER PKWY,36.7905679147754,-76.22373305688
F1310230,I-264,I-64&664,D,E,WCL PORTSMOUTH,36.7915248704234,-76.3959499584356
F1310110,I-64,VA BEACH CL,A-C,E,GREENBRIER PKWY,36.7897144770414,-76.220474632825
F1310340,I-664,ROUTES 13/58/460,E,E,DOCK LANDING RD,36.7974727960338,-76.4296523630239
F1310350,I-664,ROUTES 13/58/460,E,E,DOCK LANDING RD,36.7961089571195,-76.4268541780951
F1310220,I-264,I-64&664,A-C,E,WCL PORTSMOUTH,36.7895453226161,-76.3946238433776
F1310110,I-64,VA BEACH CL,A-C,E,GREENBRIER PKWY,36.7848058450041,-76.2308960993109
F1310120,I-64,GREENBRIER PKWY,D,E,BATTLEFIELD BLVD,36.7852626821985,-76.2347906318507
F1310130,I-64,GREENBRIER PKWY,A-C,E,BATTLEFIELD BLVD,36.7833371155642,-76.2339583998413
F1310350,I-664,ROUTES 13/58/460,E,E,DOCK LANDING RD,36.7899455205755,-76.4248077102576
F1310330,I-664,I-64 & I-264,A-C,E,ROUTES 13/58/460,36.7888966613015,-76.4009241379669
F1310320,I-664,I-64 & I-264,A-C,E,ROUTES 13/58/460,36.7863719474461,-76.4012178780868
F1310340,I-664,ROUTES 13/58/460,E,E,DOCK LANDING RD,36.7893229211047,-76.4270403415341
F1310120,I-64,GREENBRIER PKWY,D,E,BATTLEFIELD BLVD,36.7843596657005,-76.2365953758598
F1310130,I-64,GREENBRIER PKWY,A-C,E,BATTLEFIELD BLVD,36.7825516591924,-76.2356045818523
F1310350,I-664,ROUTES 13/58/460,E,E,DOCK LANDING RD,36.7880301016194,-76.4235217723497
F1310340,I-664,ROUTES 13/58/460,E,E,DOCK LANDING RD,36.7870769999398,-76.4255182236923
F1310330,I-664,I-64 & I-264,A-C,E,ROUTES 13/58/460,36.7867082162652,-76.4162875717874
F1310330,I-664,I-64 & I-264,A-C,E,ROUTES 13/58/460,36.7870637411376,-76.4213687751366
F1310320,I-664,I-64 & I-264,A-C,E,ROUTES 13/58/460,36.7850784777522,-76.4162489974853
F1310330,I-664,I-64 & I-264,A-C,E,ROUTES 13/58/460,36.787230027339,-76.4076316617644
F1310320,I-664,I-64 & I-264,A-C,E,ROUTES 13/58/460,36.7853841367074,-76.4202555746051
F1310320,I-664,I-64 & I-264,A-C,E,ROUTES 13/58/460,36.785057548624,-76.4086990603955
F1310200,I-64,MILITARY HWY,E,E,I-264&664,36.7861438450034,-76.395355695462
F1310210,I-64,MILITARY HWY,E,E,I-264&664,36.784909493131,-76.3974221648968
F1310120,I-64,GREENBRIER PKWY,D,E,BATTLEFIELD BLVD,36.7810605888242,-76.2435167970721
F1310270,I-464,MILITARY HWY,A-C,E,FREEMAN AVE,36.7790779117492,-76.2830349557622
F1310120,I-64,GREENBRIER PKWY,D,E,BATTLEFIELD BLVD,36.7776723413701,-76.2505386320388
F1310260,I-464,MILITARY HWY,A-C,E,FREEMAN AVE,36.7782644461751,-76.2794766824635
F1310130,I-64,GREENBRIER PKWY,A-C,E,BATTLEFIELD BLVD,36.7784101373483,-76.244012757971
F1310120,I-64,GREENBRIER PKWY,D,E,BATTLEFIELD BLVD,36.7759759033122,-76.2534659694549
F1310270,I-464,MILITARY HWY,A-C,E,FREEMAN AVE,36.7760455407251,-76.2801931049302
F1310130,I-64,GREENBRIER PKWY,A-C,E,BATTLEFIELD BLVD,36.7739897877632,-76.2525559263512
F1310130,I-64,GREENBRIER PKWY,A-C,E,BATTLEFIELD BLVD,36.7731618248839,-76.2537540675183
F1310150,I-64,BATTLEFIELD BLVD,A-C,E,I-464,36.772500838014,-76.2546107204435
F1310210,I-64,MILITARY HWY,E,E,I-264&664,36.7785767997854,-76.3830298035381
F1310150,I-64,BATTLEFIELD BLVD,A-C,E,I-464,36.7715938199675,-76.2557656884084
F1310240,I-464,I-64,A-C,E,MILITARY HWY,36.7726317556685,-76.2740918703853
F1310200,I-64,MILITARY HWY,E,E,I-264&664,36.7797597506878,-76.3806542495184
F1310250,I-464,I-64,A-C,E,MILITARY HWY,36.7723009282411,-76.2765120534402
F1310200,I-64,MILITARY HWY,E,E,I-264&664,36.7737194889174,-76.3650700554528
F1310210,I-64,MILITARY HWY,E,E,I-264&664,36.7732181021896,-76.368209837689
F1310190,I-64,GEORGE WASHINGTON HWY,E,E,MILITARY HWY,36.7701781922301,-76.3647267089054
F1310180,I-64,GEORGE WASHINGTON HWY,D,E,MILITARY HWY,36.7707678207459,-76.3619256425224
F1310240,I-464,I-64,A-C,E,MILITARY HWY,36.7684741151601,-76.2705495641263
F1310250,I-464,I-64,A-C,E,MILITARY HWY,36.7677003948942,-76.2724941097714
F1310140,I-64,BATTLEFIELD BLVD,A-C,E,I-464,36.7706298606302,-76.2603256970851
F1310150,I-64,BATTLEFIELD BLVD,A-C,E,I-464,36.7680808194968,-76.2601602767392
F1310240,I-464,I-64,A-C,E,MILITARY HWY,36.765603412532,-76.268155727125
F1310140,I-64,BATTLEFIELD BLVD,A-C,E,I-464,36.76559537819,-76.2663797469005
F1310250,I-464,I-64,A-C,E,MILITARY HWY,36.7644331686376,-76.2702241472805
F1310150,I-64,BATTLEFIELD BLVD,A-C,E,I-464,36.763982340407,-76.2651517262285
F1310190,I-64,GEORGE WASHINGTON HWY,E,E,MILITARY HWY,36.765952579319,-76.3619563900285
F1310160,I-64,I-464,E,E,GEORGE WASHINGTON HWY,36.7624053177884,-76.2706987834468
F1310170,I-64,I-464,E,E,GEORGE WASHINGTON HWY,36.7598608052922,-76.2713734677085
F1310160,I-64,I-464,E,E,GEORGE WASHINGTON HWY,36.7608097412396,-76.2735062099736
F1310160,I-64,I-464,E,E,GEORGE WASHINGTON HWY,36.7599469495272,-76.3392231547305
F1310170,I-64,I-464,E,E,GEORGE WASHINGTON HWY,36.7580534590589,-76.3395886231201
F1310180,I-64,GEORGE WASHINGTON HWY,D,E,MILITARY HWY,36.7644509685508,-76.3526412705905
F1310190,I-64,GEORGE WASHINGTON HWY,E,E,MILITARY HWY,36.7577855898073,-76.3470599033828
F1310190,I-64,GEORGE WASHINGTON HWY,E,E,MILITARY HWY,36.7606489638189,-76.3548792335092
F1140290,I-64/HRBT,MALLORY ST,F,E,NORFOLK CL,36.9735670004,-76.2974401802395
F1140280,I-64/HRBT,MALLORY ST,F,E,NORFOLK CL,36.9758773881792,-76.3018344716162
F1220130,I-64,OCEAN VIEW AVE,E,E,4TH VIEW AVE,36.9628282255509,-76.279454055546
F1220120,I-64,OCEAN VIEW AVE,D,E,4TH VIEW AVE,36.9628527969036,-76.2813720286003
F1220120,I-64,OCEAN VIEW AVE,D,E,4TH VIEW AVE,36.9586637597201,-76.2665499841608
F1220140,I-64,4TH VIEW AVE,D,E,BAY AVE,36.9522737736677,-76.2674594882053
F1220580,I-564,ADMIRAL TAUSSIG BLVD,A-C,E,FUTURE INTERMODAL CONNECTOR,36.9398375034568,-76.301971997312
F1220160,I-64,BAY AVE,E,E,GRANBY ST,36.9321741938884,-76.2703028957264
F1220600,I-564,FUTURE INTERMODAL CONNECTOR,A-C,E,INTERNATIONAL TERMINAL BLVD,36.9293297410959,-76.2890638648412
F1220620,I-564,INTERNATIONAL TERMINAL BLVD,A-C,E,I-64,36.9221802947903,-76.2783808229308
F1240380,WESTERN FWY,CEDAR LN,A-C,E,APM BLVD,36.8722516424586,-76.3741018127094
F1240380,WESTERN FWY,CEDAR LN,A-C,E,APM BLVD,36.8702021172529,-76.3657402617896
F1340230,I-264,FIRST COLONIAL RD,A-C,E,S.E. PARKWAY,36.8479272481985,-76.0040850506257
F1340270,I-264,BIRDNECK RD,A-C,E,PARKS AVE,36.8475720154646,-75.9904695414453
F1340250,I-264,S.E. PARKWAY,A-C,E,BIRDNECK RD,36.8472765201316,-75.998821522873
F1340260,I-264,BIRDNECK RD,A-C,E,PARKS AVE,36.8462276218215,-75.990657146969
F1340230,I-264,FIRST COLONIAL RD,A-C,E,S.E. PARKWAY,36.8476504143675,-76.0103521043617
F1340230,I-264,FIRST COLONIAL RD,A-C,E,S.E. PARKWAY,36.8464469022393,-76.0181208345338
F1340200,I-264,LASKIN RD,A-C,E,FIRST COLONIAL RD,36.8437997803393,-76.0218344369817
F1220350,I-64 HOV,NORTHAMPTON BLVD,A-C,E,I-264,36.8510907272709,-76.1961885772652
F1220370,I-64,NORTHAMPTON BLVD,D,E,I-264,36.8507794494724,-76.1941332280534
F1340210,I-264,LASKIN RD,A-C,E,FIRST COLONIAL RD,36.84471830267,-76.0253633046931
F1340200,I-264,LASKIN RD,A-C,E,FIRST COLONIAL RD,36.8428348841317,-76.0260489108275
F1340210,I-264,LASKIN RD,A-C,E,FIRST COLONIAL RD,36.8430051500764,-76.0357375244827
F1340200,I-264,LASKIN RD,A-C,E,FIRST COLONIAL RD,36.8413150179681,-76.0363883236581
F1220530,I-264,I-64,A-C,E,NEWTOWN RD/WCL VA. BEACH,36.8464925351141,-76.1841876143916
F1220530,I-264,I-64,A-C,E,NEWTOWN RD/WCL VA. BEACH,36.846530185602,-76.1882947791008
F1220530,I-264,I-64,A-C,E,NEWTOWN RD/WCL VA. BEACH,36.8464634538594,-76.1925626706962
F1220350,I-64 HOV,NORTHAMPTON BLVD,A-C,E,I-264,36.8460976024128,-76.1964785182705
F1340195,I-264,LYNNHAVEN PKWY,A-C,E,LASKIN RD,36.8420367971761,-76.0439157035656
F1220520,I-264,I-64,E,E,NEWTOWN RD/WCL VA. BEACH,36.8447592892024,-76.185709665315
F1220520,I-264,I-64,E,E,NEWTOWN RD/WCL VA. BEACH,36.8447232461908,-76.1880686671557
F1220520,I-264,I-64,E,E,NEWTOWN RD/WCL VA. BEACH,36.8447123102354,-76.1894639325079
F1340185,I-264,LYNNHAVEN PKWY,A-C,E,LASKIN RD,36.8402332109655,-76.0450181451394
F1340195,I-264,LYNNHAVEN PKWY,A-C,E,LASKIN RD,36.8413571980844,-76.047502176908
F1340185,I-264,LYNNHAVEN PKWY,A-C,E,LASKIN RD,36.8395309863639,-76.0477222811326
F1220520,I-264,I-64,E,E,NEWTOWN RD/WCL VA. BEACH,36.844569211861,-76.1927299460707
F1220510,I-264,MILITARY HWY,A-C,E,I-64,36.8454690384634,-76.2030278206965
F1220500,I-264,MILITARY HWY,A-C,E,I-64,36.8434114346598,-76.2042906315608
F1220510,I-264,MILITARY HWY,A-C,E,I-64,36.8446790326844,-76.2084732548873
F1220510,I-264,MILITARY HWY,A-C,E,I-64,36.8443658593249,-76.2097952385989
F1340190,I-264,LYNNHAVEN PKWY,A-C,E,LASKIN RD,36.8389443295787,-76.0557504760817
F1340100,I-264,NEWTOWN RD/ECL NORFOLK,F,E,WITCHDUCK RD,36.842708039355,-76.174285048935
F1340170,I-264,ROSEMONT RD,D,E,LYNNHAVEN PKWY,36.8394980183947,-76.092259058558
F1340110,I-264,NEWTOWN RD/ECL NORFOLK,E,E,WITCHDUCK RD,36.8415075713324,-76.1628201232368
F1340160,I-264,ROSEMONT RD,D,E,LYNNHAVEN PKWY,36.8376072347295,-76.0933855138687
F1340150,I-264,INDEPENDENCE BLVD,D,E,ROSEMONT RD,36.8384974077897,-76.0991756621983
F1340180,I-264,LYNNHAVEN PKWY,A-C,E,LASKIN RD,36.837086672825,-76.0559458862752
F1340170,I-264,ROSEMONT RD,D,E,LYNNHAVEN PKWY,36.8384312129184,-76.0805909983775
F1340140,I-264,INDEPENDENCE BLVD,D,E,ROSEMONT RD,36.8369595556923,-76.0978590099687
F1340110,I-264,NEWTOWN RD/ECL NORFOLK,E,E,WITCHDUCK RD,36.840080836336,-76.1604724353975
F1340160,I-264,ROSEMONT RD,D,E,LYNNHAVEN PKWY,36.8367240960507,-76.0804102495484
F1340100,I-264,NEWTOWN RD/ECL NORFOLK,F,E,WITCHDUCK RD,36.8388591346851,-76.1621781905774
F1340170,I-264,ROSEMONT RD,D,E,LYNNHAVEN PKWY,36.8369175943878,-76.0684729672141
F1340190,I-264,LYNNHAVEN PKWY,A-C,E,LASKIN RD,36.8366962241111,-76.0643337176031
F1340160,I-264,ROSEMONT RD,D,E,LYNNHAVEN PKWY,36.8352508765389,-76.0686691025667
F1340180,I-264,LYNNHAVEN PKWY,A-C,E,LASKIN RD,36.8349802257727,-76.0647346792812
F1340130,I-264,WITCHDUCK RD,D,E,INDEPENDENCE BLVD,36.8382266230527,-76.157415662172
F1340120,I-264,WITCHDUCK RD,F,E,INDEPENDENCE BLVD,36.8363408085484,-76.158116270125
F1340130,I-264,WITCHDUCK RD,D,E,INDEPENDENCE BLVD,36.8361280686994,-76.1490326361367
F1340130,I-264,WITCHDUCK RD,D,E,INDEPENDENCE BLVD,36.8347770430259,-76.1399492864884
F1340120,I-264,WITCHDUCK RD,F,E,INDEPENDENCE BLVD,36.834295325963,-76.1499728337641
F1340120,I-264,WITCHDUCK RD,F,E,INDEPENDENCE BLVD,36.83289816293,-76.1404358711966
F1340150,I-264,INDEPENDENCE BLVD,D,E,ROSEMONT RD,36.8343485899392,-76.1350271326638
F1340140,I-264,INDEPENDENCE BLVD,D,E,ROSEMONT RD,36.8324535818048,-76.1342274201073
F1340150,I-264,INDEPENDENCE BLVD,D,E,ROSEMONT RD,36.8354816130061,-76.1167412409339
F1340140,I-264,INDEPENDENCE BLVD,D,E,ROSEMONT RD,36.8317789519984,-76.1258536173549
F1340140,I-264,INDEPENDENCE BLVD,D,E,ROSEMONT RD,36.8338659478524,-76.1080306666041
F1220380,I-64,I-264,F,E,VA BEACH CL,36.8360976230327,-76.1976890214369
F1220390,I-64,I-264,D,E,VA BEACH CL,36.8369248353853,-76.1948923684803
F1340290,I-64,NORFOLK CL,A-C,E,INDIAN RIVER RD,36.8214820321389,-76.1942729458136
F1340280,I-64,NORFOLK CL,F,E,INDIAN RIVER RD,36.8208635853416,-76.1967614415652
F1310160,I-64,I-464,E,E,GEORGE WASHINGTON HWY,36.7599168406476,-76.3174246641608
F1310160,I-64,I-464,E,E,GEORGE WASHINGTON HWY,36.7592128702538,-76.2816919772027
F1310160,I-64,I-464,E,E,GEORGE WASHINGTON HWY,36.7588237366223,-76.2945983589638
F1310170,I-64,I-464,E,E,GEORGE WASHINGTON HWY,36.7577997721552,-76.3110305865186
F1340170,I-264,ROSEMONT RD,D,E,LYNNHAVEN PKWY,36.8391966870973,-76.0958632722018
F1240250,I-264,DES MOINES AVE,A-C,E,EFFINGHAM ST,36.8308594606001,-76.3096398070184
F1240270,I-264/DOWNTOWN TUNNEL,EFFINGHAM ST,F,E,NORFOLK CL,36.8315077109794,-76.3050469876145
F1240260,I-264/DOWNTOWN TUNNEL,EFFINGHAM ST,F,E,NORFOLK CL,36.8302155919745,-76.3007700354767
F1240270,I-264/DOWNTOWN TUNNEL,EFFINGHAM ST,F,E,NORFOLK CL,36.8317336969059,-76.3021573662932
F1240240,I-264,DES MOINES AVE,A-C,E,EFFINGHAM ST,36.8287133929358,-76.312189477738
F1240240,I-264,DES MOINES AVE,A-C,E,EFFINGHAM ST,36.8289559532133,-76.3092093497943
F1240230,I-264,FUTURE MLK FWY,A-C,E,DES MOINES AVE,36.8290155282078,-76.322252945862
F1240230,I-264,FUTURE MLK FWY,A-C,E,DES MOINES AVE,36.8273187311529,-76.3269594226871
F1340110,I-264,NEWTOWN RD/ECL NORFOLK,E,E,WITCHDUCK RD,36.8464716343188,-76.1802385717937
F1340110,I-264,NEWTOWN RD/ECL NORFOLK,E,E,WITCHDUCK RD,36.8442547400145,-76.17082650552
F1220310,I-64,NORVIEW AVE,D,E,MILITARY HWY,36.8912658792334,-76.2288476198562
F1240210,I-264,FREDERICK BLVD,A-C,E,FUTURE MLK FWY,36.8235310414694,-76.3337704764749
F1240190,I-264,PORTSMOUTH BLVD,A-C,E,FREDERICK BLVD,36.8222959613402,-76.3377337137184
F1240190,I-264,PORTSMOUTH BLVD,A-C,E,FREDERICK BLVD,36.8203020332512,-76.3427554443506
F1240180,I-264,PORTSMOUTH BLVD,A-C,E,FREDERICK BLVD,36.8188261842439,-76.3416508615214
F1240180,I-264,PORTSMOUTH BLVD,A-C,E,FREDERICK BLVD,36.8203991368306,-76.3385051888949
F1240260,I-264/DOWNTOWN TUNNEL,EFFINGHAM ST,F,E,NORFOLK CL,36.8295505051261,-76.3053246090147
F1220630,I-564,INTERNATIONAL TERMINAL BLVD,F,E,I-64,36.9209244079984,-76.2798019172378
F1220630,I-564,INTERNATIONAL TERMINAL BLVD,F,E,I-64,36.9187924680423,-76.2756214146193
F1220620,I-564,INTERNATIONAL TERMINAL BLVD,A-C,E,I-64,36.9185596246051,-76.2710309944058
F1220170,I-64,BAY AVE,D,E,GRANBY ST,36.9326447873663,-76.2674427652371
F1220560,I-464,SOUTH MAIN ST,A-C,E,I-264,36.8320107737496,-76.2863399980887
F1220560,I-464,SOUTH MAIN ST,A-C,E,I-264,36.8324955792936,-76.2863951277498
F1220350,I-64 HOV,NORTHAMPTON BLVD,A-C,E,I-264,36.849280188968,-76.1963465599078
F1310170,I-64,I-464,E,E,GEORGE WASHINGTON HWY,36.7569085414529,-76.2833430701745
F1310170,I-64,I-464,E,E,GEORGE WASHINGTON HWY,36.7576330871368,-76.2766154579168
F1220440,I-264,WATERSIDE/CITY HALL/TIDEWATER,A-C,E,BRAMBLETON AVE,36.8436434555055,-76.2781421611072
F1310280,I-464,FREEMAN AVE,A-C,E,POINDEXTER ST,36.812400638518,-76.2804684558866
F1220570,I-464,SOUTH MAIN ST,A-C,E,I-264,36.8329200581924,-76.2885278672102
F1310280,I-464,FREEMAN AVE,A-C,E,POINDEXTER ST,36.786948747227,-76.284268119442
F1310280,I-464,FREEMAN AVE,A-C,E,POINDEXTER ST,36.7890322894739,-76.2836461745656
F1310290,I-464,FREEMAN AVE,A-C,E,POINDEXTER ST,36.7888773847154,-76.2857107553893
F1310270,I-464,MILITARY HWY,A-C,E,FREEMAN AVE,36.7837266203642,-76.2855199207974
F1310260,I-464,MILITARY HWY,A-C,E,FREEMAN AVE,36.7841796068577,-76.283578285883
F1220250,I-64,TIDEWATER DR,A-C,E,CHESAPEAKE BLVD,36.9075792456804,-76.2547514836182
F1220430,I-264/BERKLEY BRIDGE,I-464,E,E,WATERSIDE/CITY HALL/TIDEWATER,36.8433728946626,-76.2855428015869
F1220450,I-264,WATERSIDE/CITY HALL/TIDEWATER,A-C,E,BRAMBLETON AVE,36.8450722943869,-76.281012147537
F1340140,I-264,INDEPENDENCE BLVD,D,E,ROSEMONT RD,36.831209600407,-76.1189311198599
F1340220,I-264,FIRST COLONIAL RD,A-C,E,S.E. PARKWAY,36.8462174694946,-76.0040891764395
F1340240,I-264,S.E. PARKWAY,A-C,E,BIRDNECK RD,36.8455579517824,-75.9991459182302
F1340220,I-264,FIRST COLONIAL RD,A-C,E,S.E. PARKWAY,36.8452961122965,-76.0128929821161
F1240430,WESTERN FWY,WEST NORFOLK RD,D,E,MLK FREEWAY/MIDTOWN TUNNEL,36.8604700652275,-76.3466401816528
F1240430,WESTERN FWY,WEST NORFOLK RD,D,E,MLK FREEWAY/MIDTOWN TUNNEL,36.8563703900832,-76.3411031834983
F1240390,WESTERN FWY,CEDAR LN,A-C,E,APM BLVD,36.8744590999153,-76.3754650162163
F1240410,WESTERN FWY,APM BLVD,A-C,E,WEST NORFOLK RD,36.8670017062042,-76.3545792834251
F1240390,WESTERN FWY,CEDAR LN,A-C,E,APM BLVD,36.8739486096127,-76.3710802639104
F1240390,WESTERN FWY,CEDAR LN,A-C,E,APM BLVD,36.8719458751604,-76.3646661750931
F1240370,WESTERN FWY,TOWN POINT RD,D,E,CEDAR LN,36.8746301241872,-76.3807317983919
F1240370,WESTERN FWY,TOWN POINT RD,D,E,CEDAR LN,36.873362716994,-76.3926162357753
F1240350,WESTERN FWY,SUFFOLK CL,A-C,E,TOWN POINT RD,36.8710056902747,-76.409438120527
F1220100,I-64/HRBT,HAMPTON CL,F,E,OCEAN VIEW AVE,36.9676984390431,-76.2984100294142
F1330180,ROUTE 13/58/460,SUFFOLK BYPASS,A-C,E,CHESAPEAKE CL,36.7619154066242,-76.4861555228577
F1330180,ROUTE 13/58/460,SUFFOLK BYPASS,A-C,E,CHESAPEAKE CL,36.7534891231925,-76.5127856312344
F1330190,ROUTE 13/58/460,SUFFOLK BYPASS,A-C,E,CHESAPEAKE CL,36.7645224858068,-76.4865913709286
F1330190,ROUTE 13/58/460,SUFFOLK BYPASS,A-C,E,CHESAPEAKE CL,36.7558819556464,-76.5137538217137
F1330280,SUFFOLK BYPASS,PRUDEN BLVD,A-C,E,GODWIN BLVD,36.7674131923731,-76.5931921553898
F1330280,SUFFOLK BYPASS,PRUDEN BLVD,A-C,E,GODWIN BLVD,36.7668748070462,-76.601311556717
F1330300,SUFFOLK BYPASS,GODWIN BLVD,A-C,E,WILROY RD,36.7644040609747,-76.5559349396533
F1330300,SUFFOLK BYPASS,GODWIN BLVD,A-C,E,WILROY RD,36.764323940203,-76.5587779805209
F1330300,SUFFOLK BYPASS,GODWIN BLVD,A-C,E,WILROY RD,36.7643262413331,-76.5609993912281
F1330300,SUFFOLK BYPASS,GODWIN BLVD,A-C,E,WILROY RD,36.7654148190697,-76.5742326735278
F1330260,SUFFOLK BYPASS,PITCHKETTLE RD,A-C,E,PRUDEN BLVD,36.7654000318065,-76.6034833097679
F1330320,SUFFOLK BYPASS,WILROY RD,A-C,E,ROUTES 13/58/460,36.7629432160077,-76.5445247599448
F1330260,SUFFOLK BYPASS,PITCHKETTLE RD,A-C,E,PRUDEN BLVD,36.7582650275013,-76.607759919775
F1330320,SUFFOLK BYPASS,WILROY RD,A-C,E,ROUTES 13/58/460,36.7520597152611,-76.5201681720285
F1330320,SUFFOLK BYPASS,WILROY RD,A-C,E,ROUTES 13/58/460,36.7563282356194,-76.5294465145835
