,City of Portsmouth,
,Fiscal Year 2014 Adopted Budget,
"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural",
,Business Center Index,
Organizational Chart,,11 - 2
Business Center Summary,,11 - 3
Museums,,11 - 4
Public Library,,11 - 5
Law Library Fund,,11 - 6
Golf Services Fund,,11 - 7
"Parks, Recreation and Leisure Services - Administration","Parks, Recreation and Leisure Services - Administration",11 - 8
"Parks, Recreation and Leisure Services - Parks","Parks, Recreation and Leisure Services - Parks",11 - 9
"Parks, Recreation and Leisure Services - Recreation","Parks, Recreation and Leisure Services - Recreation",11 - 10
Recreation Fund,,11 - 11
Fiscal Year 2014,11 - 1,"Parks, Recreation, and Cultural"
,City of Portsmouth,
,Fiscal Year 2014 Adopted Budget,
"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural",
Business Center Organizational Chart,Business Center Organizational Chart,
Total Permanent Positions,,
Positions =,124,
,Museums,
,Positions =,25
,Public Library,
,Positions =,29
,Golf Services Fund,
,Positions =,17
,"Parks, Recreation and Leisure Services - Administration","Parks, Recreation and Leisure Services - Administration"
,Positions =,53
,Recreation Fund,
,Positions =,-
Fiscal Year 2014,11 - 2,"Parks, Recreation, and Cultural"
,City of Portsmouth,City of Portsmouth,,,
"* Hosted the 5th Annual ""Local Legends on the Links: tournament sponsored by B. J. & Justin Upton. They collected thousands","* Hosted the 5th Annual ""Local Legends on the Links: tournament sponsored by B. J. & Justin Upton. They collected thousands","* Hosted the 5th Annual ""Local Legends on the Links: tournament sponsored by B. J. & Justin Upton. They collected thousands","* Hosted the 5th Annual ""Local Legends on the Links: tournament sponsored by B. J. & Justin Upton. They collected thousands","* Hosted the 5th Annual ""Local Legends on the Links: tournament sponsored by B. J. & Justin Upton. They collected thousands",
of dollars for charity.,,,,,
Fiscal Year 2014,11 - 7,,,"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural"
,City of Portsmouth,City of Portsmouth,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural","Parks, Recreation, and Cultural",,,
"Parks, Recreation and Leisure Services - Administration","Parks, Recreation and Leisure Services - Administration","Parks, Recreation and Leisure Services - Administration","Parks, Recreation and Leisure Services - Administration",,
Business Unit Mission Statement,,,,,
To enhance the quality of life of the community by providing attractive parks and open spaces that foster community pride and,To enhance the quality of life of the community by providing attractive parks and open spaces that foster community pride and,To enhance the quality of life of the community by providing attractive parks and open spaces that foster community pride and,To enhance the quality of life of the community by providing attractive parks and open spaces that foster community pride and,To enhance the quality of life of the community by providing attractive parks and open spaces that foster community pride and,
enjoyment; well-balanced recreation opportunities that encourage an active lifestyle; and community focused programs that,enjoyment; well-balanced recreation opportunities that encourage an active lifestyle; and community focused programs that,enjoyment; well-balanced recreation opportunities that encourage an active lifestyle; and community focused programs that,enjoyment; well-balanced recreation opportunities that encourage an active lifestyle; and community focused programs that,enjoyment; well-balanced recreation opportunities that encourage an active lifestyle; and community focused programs that,
"contribute to the positive development of youth, adults and families through involvement, partnership and collaboration with","contribute to the positive development of youth, adults and families through involvement, partnership and collaboration with","contribute to the positive development of youth, adults and families through involvement, partnership and collaboration with","contribute to the positive development of youth, adults and families through involvement, partnership and collaboration with","contribute to the positive development of youth, adults and families through involvement, partnership and collaboration with",
citizens and community organizations. Our vision for the City is that it ibecomes the healthiest place to live in Hampton Roads.,citizens and community organizations. Our vision for the City is that it ibecomes the healthiest place to live in Hampton Roads.,citizens and community organizations. Our vision for the City is that it ibecomes the healthiest place to live in Hampton Roads.,citizens and community organizations. Our vision for the City is that it ibecomes the healthiest place to live in Hampton Roads.,citizens and community organizations. Our vision for the City is that it ibecomes the healthiest place to live in Hampton Roads.,
Description of Services Provided,,,,,
The Administrative Division is responsible for support of all operational divisions of the department. This includes overseeing the,The Administrative Division is responsible for support of all operational divisions of the department. This includes overseeing the,The Administrative Division is responsible for support of all operational divisions of the department. This includes overseeing the,The Administrative Division is responsible for support of all operational divisions of the department. This includes overseeing the,The Administrative Division is responsible for support of all operational divisions of the department. This includes overseeing the,
"operating budget, accounts receivable, accounts payable, payroll, coordinating capital improvement projects, personnel","operating budget, accounts receivable, accounts payable, payroll, coordinating capital improvement projects, personnel","operating budget, accounts receivable, accounts payable, payroll, coordinating capital improvement projects, personnel","operating budget, accounts receivable, accounts payable, payroll, coordinating capital improvement projects, personnel","operating budget, accounts receivable, accounts payable, payroll, coordinating capital improvement projects, personnel",
"management, grant administration and policy development.","management, grant administration and policy development.",,,,
This Administration Division Business Unit also includes:,,,,,
"* Full and part-time salaries for all Administrative, Recreation and Parks Divison staff","* Full and part-time salaries for all Administrative, Recreation and Parks Divison staff","* Full and part-time salaries for all Administrative, Recreation and Parks Divison staff",,,
"* Special events supported by the Department including the UMOJA Festival, Olde Towne Holiday Music","* Special events supported by the Department including the UMOJA Festival, Olde Towne Holiday Music","* Special events supported by the Department including the UMOJA Festival, Olde Towne Holiday Music","* Special events supported by the Department including the UMOJA Festival, Olde Towne Holiday Music",,
"Festival, Seawalll Music Festival, the Cock Island Race, July 4th Fireworks, and Memorial Day Parade.","Festival, Seawalll Music Festival, the Cock Island Race, July 4th Fireworks, and Memorial Day Parade.","Festival, Seawalll Music Festival, the Cock Island Race, July 4th Fireworks, and Memorial Day Parade.","Festival, Seawalll Music Festival, the Cock Island Race, July 4th Fireworks, and Memorial Day Parade.",,
* Annual contributions to the Hoffler Creek Wildlife Foundation and the Portsmouth Invitational Tournament.,* Annual contributions to the Hoffler Creek Wildlife Foundation and the Portsmouth Invitational Tournament.,* Annual contributions to the Hoffler Creek Wildlife Foundation and the Portsmouth Invitational Tournament.,* Annual contributions to the Hoffler Creek Wildlife Foundation and the Portsmouth Invitational Tournament.,,
* Administration of Parks incentive fund grants as approved by the Parks & Recreation Commission,* Administration of Parks incentive fund grants as approved by the Parks & Recreation Commission,* Administration of Parks incentive fund grants as approved by the Parks & Recreation Commission,,,
* Oversight of the Virginia Cooperative Extension Services contract. The Virginia Cooperative Extension is a,* Oversight of the Virginia Cooperative Extension Services contract. The Virginia Cooperative Extension is a,* Oversight of the Virginia Cooperative Extension Services contract. The Virginia Cooperative Extension is a,* Oversight of the Virginia Cooperative Extension Services contract. The Virginia Cooperative Extension is a,,
collaborative agreement between the City of Portsmouth and Virginia Tech to provide horticultural education,collaborative agreement between the City of Portsmouth and Virginia Tech to provide horticultural education,collaborative agreement between the City of Portsmouth and Virginia Tech to provide horticultural education,collaborative agreement between the City of Portsmouth and Virginia Tech to provide horticultural education,,
"programs; food, nutrition and health educational programs and 4-H/youth development programs.","programs; food, nutrition and health educational programs and 4-H/youth development programs.","programs; food, nutrition and health educational programs and 4-H/youth development programs.",,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Expenditure Categories,,Actual,Adopted,Amended,Adopted
Salaries,,"2,095,057","2,321,201","2,321,201","2,359,304"
Allowances,,"3,240","3,236","3,236","3,240"
Benefits,,"908,773","1,029,515","1,029,515","1,018,724"
Other Operating Expenses,,"311,344","407,777","407,777","407,777"
Internal Service Charges,,"279,497","280,506","280,506","280,808"
,Net Budget,"3,597,911","4,042,235","4,042,235","4,069,853"
,Total Budget,"3,597,911","4,042,235","4,042,235","4,069,853"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"3,597,911","4,042,235","4,042,235","4,069,853"
,Total Funding,"3,597,911","4,042,235","4,042,235","4,069,853"
Strategic Goals,,,,,
To provide proactive leadership that partners with community user groups and community organizations to enhance and develop,To provide proactive leadership that partners with community user groups and community organizations to enhance and develop,To provide proactive leadership that partners with community user groups and community organizations to enhance and develop,To provide proactive leadership that partners with community user groups and community organizations to enhance and develop,To provide proactive leadership that partners with community user groups and community organizations to enhance and develop,
new amenities in parks and open space. To partner with the Parks and Recreation Commission on the implementation of,new amenities in parks and open space. To partner with the Parks and Recreation Commission on the implementation of,new amenities in parks and open space. To partner with the Parks and Recreation Commission on the implementation of,new amenities in parks and open space. To partner with the Parks and Recreation Commission on the implementation of,new amenities in parks and open space. To partner with the Parks and Recreation Commission on the implementation of,
"Incentive Fund projects to help community groups make improvements to parks and open spaces across the City. Also, to","Incentive Fund projects to help community groups make improvements to parks and open spaces across the City. Also, to","Incentive Fund projects to help community groups make improvements to parks and open spaces across the City. Also, to","Incentive Fund projects to help community groups make improvements to parks and open spaces across the City. Also, to","Incentive Fund projects to help community groups make improvements to parks and open spaces across the City. Also, to",
"maintain a strong relationship with Virginia Tech and the Virginia Cooperative Extension Service, and provide operational and","maintain a strong relationship with Virginia Tech and the Virginia Cooperative Extension Service, and provide operational and","maintain a strong relationship with Virginia Tech and the Virginia Cooperative Extension Service, and provide operational and","maintain a strong relationship with Virginia Tech and the Virginia Cooperative Extension Service, and provide operational and","maintain a strong relationship with Virginia Tech and the Virginia Cooperative Extension Service, and provide operational and",
"fiscal oversight to the Department of Parks, Recreation and Leisure Services.","fiscal oversight to the Department of Parks, Recreation and Leisure Services.",,,,
Outcomes and Accomplishments,,,,,
* Publication of a Department Newsletter instead of a brochure to provide the same information but at a lower,* Publication of a Department Newsletter instead of a brochure to provide the same information but at a lower,* Publication of a Department Newsletter instead of a brochure to provide the same information but at a lower,* Publication of a Department Newsletter instead of a brochure to provide the same information but at a lower,,
cost.,,,,,
* 5 full-time staff attended the Tri-State Camp Conference to obtain the skills and training to conduct camp,* 5 full-time staff attended the Tri-State Camp Conference to obtain the skills and training to conduct camp,* 5 full-time staff attended the Tri-State Camp Conference to obtain the skills and training to conduct camp,* 5 full-time staff attended the Tri-State Camp Conference to obtain the skills and training to conduct camp,,
training for all Spring Break & Summer Camps.,,,,,
"* The date change for the Umoja Festival from September to Memorial Day Weekend, record numbers in","* The date change for the Umoja Festival from September to Memorial Day Weekend, record numbers in","* The date change for the Umoja Festival from September to Memorial Day Weekend, record numbers in","* The date change for the Umoja Festival from September to Memorial Day Weekend, record numbers in",,
attendance.,,,,,
Fiscal Year 2014,11 - 8,,,"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural"
,City of Portsmouth,City of Portsmouth,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural","Parks, Recreation, and Cultural",,,
"Parks, Recreation and Leisure Services - Parks","Parks, Recreation and Leisure Services - Parks","Parks, Recreation and Leisure Services - Parks","Parks, Recreation and Leisure Services - Parks",,
Business Unit Mission Statement,,,,,
To enhance the appearance and livability of the City by providing opportunities for citizens and visitors to enjoy safe and,To enhance the appearance and livability of the City by providing opportunities for citizens and visitors to enjoy safe and,To enhance the appearance and livability of the City by providing opportunities for citizens and visitors to enjoy safe and,To enhance the appearance and livability of the City by providing opportunities for citizens and visitors to enjoy safe and,To enhance the appearance and livability of the City by providing opportunities for citizens and visitors to enjoy safe and,
"attractive parks, playgrounds, athletic facilities, street and park trees, special events, school and public grounds, and gateway","attractive parks, playgrounds, athletic facilities, street and park trees, special events, school and public grounds, and gateway","attractive parks, playgrounds, athletic facilities, street and park trees, special events, school and public grounds, and gateway","attractive parks, playgrounds, athletic facilities, street and park trees, special events, school and public grounds, and gateway","attractive parks, playgrounds, athletic facilities, street and park trees, special events, school and public grounds, and gateway",
corridors. The Parks Division also provides comprehensive logistical support for special programs and events and enhances,corridors. The Parks Division also provides comprehensive logistical support for special programs and events and enhances,corridors. The Parks Division also provides comprehensive logistical support for special programs and events and enhances,corridors. The Parks Division also provides comprehensive logistical support for special programs and events and enhances,corridors. The Parks Division also provides comprehensive logistical support for special programs and events and enhances,
community quality and livability by the encouragement of programs to clean up and beautify neighborhoods and gateways,community quality and livability by the encouragement of programs to clean up and beautify neighborhoods and gateways,community quality and livability by the encouragement of programs to clean up and beautify neighborhoods and gateways,community quality and livability by the encouragement of programs to clean up and beautify neighborhoods and gateways,community quality and livability by the encouragement of programs to clean up and beautify neighborhoods and gateways,
throughout the City.,,,,,
Description of Services Provided,,,,,
"Core services for the Parks Division include mowing and grounds care, landscape maintenance, tree care services, athletics and","Core services for the Parks Division include mowing and grounds care, landscape maintenance, tree care services, athletics and","Core services for the Parks Division include mowing and grounds care, landscape maintenance, tree care services, athletics and","Core services for the Parks Division include mowing and grounds care, landscape maintenance, tree care services, athletics and","Core services for the Parks Division include mowing and grounds care, landscape maintenance, tree care services, athletics and",
"recreation maintenance, recreation and special event support, emergency snow and ice removal, accounting and budget, and","recreation maintenance, recreation and special event support, emergency snow and ice removal, accounting and budget, and","recreation maintenance, recreation and special event support, emergency snow and ice removal, accounting and budget, and","recreation maintenance, recreation and special event support, emergency snow and ice removal, accounting and budget, and","recreation maintenance, recreation and special event support, emergency snow and ice removal, accounting and budget, and",
contract administration.,,,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Expenditure Categories,,Actual,Adopted,Amended,Adopted
Salaries,,"18,507","14,280","14,280","14,280"
Benefits,,870,-,-,-
Other Operating Expenses,,"1,027,763","1,370,320","1,370,320","1,519,707"
Internal Service Charges,,"526,734","568,754","568,754","562,527"
,Net Budget,"1,573,874","1,953,354","1,953,354","2,096,514"
,Total Budget,"1,573,874","1,953,354","1,953,354","2,096,514"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"1,573,874","1,953,354","1,953,354","2,096,514"
,Total Funding,"1,573,874","1,953,354","1,953,354","2,096,514"
Strategic Goals,,,,,
"To maintain high quality parks, recreation amenities, athletic facilities and open space, as well as improve the appearance of","To maintain high quality parks, recreation amenities, athletic facilities and open space, as well as improve the appearance of","To maintain high quality parks, recreation amenities, athletic facilities and open space, as well as improve the appearance of","To maintain high quality parks, recreation amenities, athletic facilities and open space, as well as improve the appearance of","To maintain high quality parks, recreation amenities, athletic facilities and open space, as well as improve the appearance of",
"public grounds and gateway corridors, and provide coordinated comprehensive and efficient logistical support for City-wide","public grounds and gateway corridors, and provide coordinated comprehensive and efficient logistical support for City-wide","public grounds and gateway corridors, and provide coordinated comprehensive and efficient logistical support for City-wide","public grounds and gateway corridors, and provide coordinated comprehensive and efficient logistical support for City-wide","public grounds and gateway corridors, and provide coordinated comprehensive and efficient logistical support for City-wide",
events. The Parks Division partners with the Engineering and Public Works Departments to implement innovative ways to,events. The Parks Division partners with the Engineering and Public Works Departments to implement innovative ways to,events. The Parks Division partners with the Engineering and Public Works Departments to implement innovative ways to,events. The Parks Division partners with the Engineering and Public Works Departments to implement innovative ways to,events. The Parks Division partners with the Engineering and Public Works Departments to implement innovative ways to,
protect trees and to reduce the number of live trees that need to be removed for infrastructure repairs.,protect trees and to reduce the number of live trees that need to be removed for infrastructure repairs.,protect trees and to reduce the number of live trees that need to be removed for infrastructure repairs.,protect trees and to reduce the number of live trees that need to be removed for infrastructure repairs.,,
"Long term goals for the Parks Division include developing a balanced system of parks, recreation amenities, athletic facilities","Long term goals for the Parks Division include developing a balanced system of parks, recreation amenities, athletic facilities","Long term goals for the Parks Division include developing a balanced system of parks, recreation amenities, athletic facilities","Long term goals for the Parks Division include developing a balanced system of parks, recreation amenities, athletic facilities","Long term goals for the Parks Division include developing a balanced system of parks, recreation amenities, athletic facilities",
"and open space to meet the needs of the community, as well as empowering and educating citizens to improve the quality and","and open space to meet the needs of the community, as well as empowering and educating citizens to improve the quality and","and open space to meet the needs of the community, as well as empowering and educating citizens to improve the quality and","and open space to meet the needs of the community, as well as empowering and educating citizens to improve the quality and","and open space to meet the needs of the community, as well as empowering and educating citizens to improve the quality and",
livability of the City of Portsmouth.,,,,,
Outcomes and Accomplishments,,,,,
* The return of Pokey Smokey II train at City park - back on track.,,,,,
* Opening of the Westbury Splash Park,,,,,
* Opening of Phase I of Paradise Creek Park,,,,,
Fiscal Year 2014,11 - 9,,,"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural"
,City of Portsmouth,,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,,
"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural","Parks, Recreation, and Cultural",,,
"Parks, Recreation and Leisure Services - Recreation","Parks, Recreation and Leisure Services - Recreation","Parks, Recreation and Leisure Services - Recreation","Parks, Recreation and Leisure Services - Recreation",,
Business Unit Mission Statement,,,,,
To provide well-balanced recreation opportunities that encourage an active lifestyle; and community focused programs that,To provide well-balanced recreation opportunities that encourage an active lifestyle; and community focused programs that,To provide well-balanced recreation opportunities that encourage an active lifestyle; and community focused programs that,To provide well-balanced recreation opportunities that encourage an active lifestyle; and community focused programs that,To provide well-balanced recreation opportunities that encourage an active lifestyle; and community focused programs that,
"contribute to the positive development of youth and families through involvement, partnership and collaboration with citizens and","contribute to the positive development of youth and families through involvement, partnership and collaboration with citizens and","contribute to the positive development of youth and families through involvement, partnership and collaboration with citizens and","contribute to the positive development of youth and families through involvement, partnership and collaboration with citizens and","contribute to the positive development of youth and families through involvement, partnership and collaboration with citizens and",
community organizations.,,,,,
Description of Services Provided,,,,,
"The Recreation Division is responsible for the operation and programming of six Recreation Centers, the Senior Station, City","The Recreation Division is responsible for the operation and programming of six Recreation Centers, the Senior Station, City","The Recreation Division is responsible for the operation and programming of six Recreation Centers, the Senior Station, City","The Recreation Division is responsible for the operation and programming of six Recreation Centers, the Senior Station, City","The Recreation Division is responsible for the operation and programming of six Recreation Centers, the Senior Station, City",
Park and the Cavalier Manor Swimming Pool. Recreation also coordinates programming at the City's numerous athletic fields.,Park and the Cavalier Manor Swimming Pool. Recreation also coordinates programming at the City's numerous athletic fields.,Park and the Cavalier Manor Swimming Pool. Recreation also coordinates programming at the City's numerous athletic fields.,Park and the Cavalier Manor Swimming Pool. Recreation also coordinates programming at the City's numerous athletic fields.,Park and the Cavalier Manor Swimming Pool. Recreation also coordinates programming at the City's numerous athletic fields.,
"The division provides programs and activities in youth and adult athletics, aquatics, youth after-school programs, therapeutic","The division provides programs and activities in youth and adult athletics, aquatics, youth after-school programs, therapeutic","The division provides programs and activities in youth and adult athletics, aquatics, youth after-school programs, therapeutic","The division provides programs and activities in youth and adult athletics, aquatics, youth after-school programs, therapeutic","The division provides programs and activities in youth and adult athletics, aquatics, youth after-school programs, therapeutic",
"recreation programs, senior citizens programs, special events, youth summer programs and a variety of other activities for","recreation programs, senior citizens programs, special events, youth summer programs and a variety of other activities for","recreation programs, senior citizens programs, special events, youth summer programs and a variety of other activities for","recreation programs, senior citizens programs, special events, youth summer programs and a variety of other activities for","recreation programs, senior citizens programs, special events, youth summer programs and a variety of other activities for",
citizens of all ages.,,,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Expenditure Categories,,Actual,Adopted,Amended,Adopted
Salaries,,-,"17,746","17,746","17,746"
Other Operating Expenses,,"215,312","295,507","295,507","295,507"
Internal Service Charges,,"38,004","46,207","46,207","46,207"
,Net Budget,"253,316","359,460","359,460","359,460"
,Total Budget,"253,316","359,460","359,460","359,460"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"253,316","359,460","359,460","359,460"
,Total Funding,"253,316","359,460","359,460","359,460"
Strategic Goals,,,,,
The goals of the Recreation Division are to establish partnerships with leisure agencies and to insure the best utilization of fiscal,The goals of the Recreation Division are to establish partnerships with leisure agencies and to insure the best utilization of fiscal,The goals of the Recreation Division are to establish partnerships with leisure agencies and to insure the best utilization of fiscal,The goals of the Recreation Division are to establish partnerships with leisure agencies and to insure the best utilization of fiscal,The goals of the Recreation Division are to establish partnerships with leisure agencies and to insure the best utilization of fiscal,
resources in order to provide quality recreational opportunities to the citizens of Portsmouth; to research and pursue funding,resources in order to provide quality recreational opportunities to the citizens of Portsmouth; to research and pursue funding,resources in order to provide quality recreational opportunities to the citizens of Portsmouth; to research and pursue funding,resources in order to provide quality recreational opportunities to the citizens of Portsmouth; to research and pursue funding,resources in order to provide quality recreational opportunities to the citizens of Portsmouth; to research and pursue funding,
sources through foundations and grant organizations in order to provide broader leisure opportunities for the citizens of,sources through foundations and grant organizations in order to provide broader leisure opportunities for the citizens of,sources through foundations and grant organizations in order to provide broader leisure opportunities for the citizens of,sources through foundations and grant organizations in order to provide broader leisure opportunities for the citizens of,sources through foundations and grant organizations in order to provide broader leisure opportunities for the citizens of,
"Portsmouth without direct cost; to provide recreational programs which promote an active lifestyle, encouraging participation in","Portsmouth without direct cost; to provide recreational programs which promote an active lifestyle, encouraging participation in","Portsmouth without direct cost; to provide recreational programs which promote an active lifestyle, encouraging participation in","Portsmouth without direct cost; to provide recreational programs which promote an active lifestyle, encouraging participation in","Portsmouth without direct cost; to provide recreational programs which promote an active lifestyle, encouraging participation in",
recreational or leisure activities and events; and to continue working in conjunction with the Portsmouth Public Schools to,recreational or leisure activities and events; and to continue working in conjunction with the Portsmouth Public Schools to,recreational or leisure activities and events; and to continue working in conjunction with the Portsmouth Public Schools to,recreational or leisure activities and events; and to continue working in conjunction with the Portsmouth Public Schools to,recreational or leisure activities and events; and to continue working in conjunction with the Portsmouth Public Schools to,
continue providing and increasing participation in the “6 to Six” before and after school program. The program is in 15,continue providing and increasing participation in the “6 to Six” before and after school program. The program is in 15,continue providing and increasing participation in the “6 to Six” before and after school program. The program is in 15,continue providing and increasing participation in the “6 to Six” before and after school program. The program is in 15,continue providing and increasing participation in the “6 to Six” before and after school program. The program is in 15,
Elementary Schools throughout the city.,,,,,
Outcomes and Accomplishments,,,,,
* The After School Hot Meal Food Program offers thousands of hot meals to children after school at City recreation centers and,* The After School Hot Meal Food Program offers thousands of hot meals to children after school at City recreation centers and,* The After School Hot Meal Food Program offers thousands of hot meals to children after school at City recreation centers and,* The After School Hot Meal Food Program offers thousands of hot meals to children after school at City recreation centers and,* The After School Hot Meal Food Program offers thousands of hot meals to children after school at City recreation centers and,
eleven 6 TO SIX before and and care school sites. Funding is provided for this program through USDA. The program consists of,eleven 6 TO SIX before and and care school sites. Funding is provided for this program through USDA. The program consists of,eleven 6 TO SIX before and and care school sites. Funding is provided for this program through USDA. The program consists of,eleven 6 TO SIX before and and care school sites. Funding is provided for this program through USDA. The program consists of,eleven 6 TO SIX before and and care school sites. Funding is provided for this program through USDA. The program consists of,
meals as well as educational and recreational components.,meals as well as educational and recreational components.,,,,
"* The USDA Summer Food Program partnered with the faith-based community, private agencies, elementary schools, and City","* The USDA Summer Food Program partnered with the faith-based community, private agencies, elementary schools, and City","* The USDA Summer Food Program partnered with the faith-based community, private agencies, elementary schools, and City","* The USDA Summer Food Program partnered with the faith-based community, private agencies, elementary schools, and City","* The USDA Summer Food Program partnered with the faith-based community, private agencies, elementary schools, and City",
recreation facilities to provide thousands of meals (breakfast and lunch) at 43 different locations during the summer months.,recreation facilities to provide thousands of meals (breakfast and lunch) at 43 different locations during the summer months.,recreation facilities to provide thousands of meals (breakfast and lunch) at 43 different locations during the summer months.,recreation facilities to provide thousands of meals (breakfast and lunch) at 43 different locations during the summer months.,recreation facilities to provide thousands of meals (breakfast and lunch) at 43 different locations during the summer months.,
"* The Recreation Division also participates in the following special events: UMOJA Festival, Olde Towne Holiday Music Festival,","* The Recreation Division also participates in the following special events: UMOJA Festival, Olde Towne Holiday Music Festival,","* The Recreation Division also participates in the following special events: UMOJA Festival, Olde Towne Holiday Music Festival,","* The Recreation Division also participates in the following special events: UMOJA Festival, Olde Towne Holiday Music Festival,","* The Recreation Division also participates in the following special events: UMOJA Festival, Olde Towne Holiday Music Festival,",
"Echoes of Joy, Portsmouth Invitational Tournament, Youth Expo, Memorial Day Parade, Seawall Music Festival and the Cock","Echoes of Joy, Portsmouth Invitational Tournament, Youth Expo, Memorial Day Parade, Seawall Music Festival and the Cock","Echoes of Joy, Portsmouth Invitational Tournament, Youth Expo, Memorial Day Parade, Seawall Music Festival and the Cock","Echoes of Joy, Portsmouth Invitational Tournament, Youth Expo, Memorial Day Parade, Seawall Music Festival and the Cock","Echoes of Joy, Portsmouth Invitational Tournament, Youth Expo, Memorial Day Parade, Seawall Music Festival and the Cock",
Island Race.,,,,,
"* Started several new programs that are funded through CDBG grant funds, ""InChEER vention, Healthy & Wellness Program,","* Started several new programs that are funded through CDBG grant funds, ""InChEER vention, Healthy & Wellness Program,","* Started several new programs that are funded through CDBG grant funds, ""InChEER vention, Healthy & Wellness Program,","* Started several new programs that are funded through CDBG grant funds, ""InChEER vention, Healthy & Wellness Program,","* Started several new programs that are funded through CDBG grant funds, ""InChEER vention, Healthy & Wellness Program,",
Mobile Kids Feeding Program and to continue providing transportation for our seniors.,Mobile Kids Feeding Program and to continue providing transportation for our seniors.,,,,
Fiscal Year 2014,11 - 10,,,"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural"
,City of Portsmouth,City of Portsmouth,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural","Parks, Recreation, and Cultural",,,
,Recreation Fund,Recreation Fund,,,
Business Unit Mission Statement,,,,,
"The mission of the ""6 to Six"" before and after school program is to provide educational and recreational activities for children","The mission of the ""6 to Six"" before and after school program is to provide educational and recreational activities for children","The mission of the ""6 to Six"" before and after school program is to provide educational and recreational activities for children","The mission of the ""6 to Six"" before and after school program is to provide educational and recreational activities for children","The mission of the ""6 to Six"" before and after school program is to provide educational and recreational activities for children",
ages 5 through 12 at the City's elementary schools.,,,,,
Description of Services Provided,,,,,
"The Recreation Fund is the depository for revenues and expenses associated with the ""6 to Six"" before and after school","The Recreation Fund is the depository for revenues and expenses associated with the ""6 to Six"" before and after school","The Recreation Fund is the depository for revenues and expenses associated with the ""6 to Six"" before and after school","The Recreation Fund is the depository for revenues and expenses associated with the ""6 to Six"" before and after school","The Recreation Fund is the depository for revenues and expenses associated with the ""6 to Six"" before and after school",
programs at elementary schools. The program is fee based and all expenses are covered by charges to the participants. The,programs at elementary schools. The program is fee based and all expenses are covered by charges to the participants. The,programs at elementary schools. The program is fee based and all expenses are covered by charges to the participants. The,programs at elementary schools. The program is fee based and all expenses are covered by charges to the participants. The,programs at elementary schools. The program is fee based and all expenses are covered by charges to the participants. The,
program provides activities before school from 6:00 a.m. to 9:00 a.m. and after school from 3:00 p.m. to 6:00 p.m.,program provides activities before school from 6:00 a.m. to 9:00 a.m. and after school from 3:00 p.m. to 6:00 p.m.,program provides activities before school from 6:00 a.m. to 9:00 a.m. and after school from 3:00 p.m. to 6:00 p.m.,program provides activities before school from 6:00 a.m. to 9:00 a.m. and after school from 3:00 p.m. to 6:00 p.m.,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Expenditure Categories,,Actual,Adopted,Amended,Adopted
Salaries,,"252,069","125,000","125,000","199,968"
Benefits,,"19,284","9,085","9,085","15,298"
Other Operating Expenses,,"346,142","379,697","379,697","425,171"
Transfers,,"40,000","86,218","86,218",-
,Net Budget,"657,495","600,000","600,000","640,437"
,Total Budget,"657,495","600,000","600,000","640,437"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
440 Recreation Fund,,"657,495","600,000","600,000","640,437"
,Total Funding,"657,495","600,000","600,000","640,437"
Strategic Goals,,,,,
"To offer before and after school care for children at elementary schools, providing supervised care with tutoring and educational","To offer before and after school care for children at elementary schools, providing supervised care with tutoring and educational","To offer before and after school care for children at elementary schools, providing supervised care with tutoring and educational","To offer before and after school care for children at elementary schools, providing supervised care with tutoring and educational","To offer before and after school care for children at elementary schools, providing supervised care with tutoring and educational",
