,,,,,,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,,10 Year
,,,,CIP,,Budget,,,,,,,,,,,CIP TOTAL,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,,,2006-07,,2006-07,,2007-08,,2008-09,,2009-10,,2010-11,,2011-12,,FY 08-12',,2012-13',,2013-14',,2014-15',,2015-16',,2016-17',,FY 13-17',,TOTAL
B,Economic Development,,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
1 Reserve for E.D. Projects,1 Reserve for E.D. Projects,,,"250,000",,"250,000",,"250,000",,"250,000",,"250,000",,"250,000",,"250,000",,"1,250,000",,"250,000",,"250,000",,"250,000",,"250,000",,"250,000",,"1,250,000",,"2,500,000"
,PACE-Reserve,,,"750,000",,"750,000",,"500,000",,"750,000",,"750,000",,"750,000",,"750,000",,"3,500,000",,"750,000",,"750,000",,"750,000",,"750,000",,"750,000",,"3,750,000",,"7,250,000"
,460 Distribtn Ind. Pk-Land Acqustn.,460 Distribtn Ind. Pk-Land Acqustn.,,"2,000,000",,"2,000,000",,"2,000,000",,"2,000,000",,"2,000,000",,"2,000,000",,,,"8,000,000",,,,,,,,,,,,-,,"8,000,000"
,460 Distribtn Ind. Pk-Construction,460 Distribtn Ind. Pk-Construction,,,,,,,,,,,,,,"2,000,000",,"2,000,000",,"2,000,000",,"2,000,000",,"2,000,000",,"2,000,000",,,,"8,000,000",,"10,000,000"
2 Land Acqustn-NDSD Park,2 Land Acqustn-NDSD Park,2 Land Acqustn-NDSD Park,,"250,000",,"250,000",,-,,-,,-,,,,,,-,,,,,,,,,,,,-,,-
3 Rt. 17 Revitalization,3 Rt. 17 Revitalization,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
3 Carrsville Streetscape,3 Carrsville Streetscape,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,-
2 NDSD Park - Land Acquisition,2 NDSD Park - Land Acquisition,2 NDSD Park - Land Acquisition,,"500,000",,"500,000",,"750,000",,"750,000",,"750,000",,"500,000",,,,"2,750,000",,,,,,,,,,,,,,"2,750,000"
2 NDSD Park - Park Development,2 NDSD Park - Park Development,2 NDSD Park - Park Development,,-,,-,,-,,-,,-,,-,,"500,000",,"500,000",,"500,000",,"500,000",,"500,000",,"500,000",,-,,"2,000,000",,"2,500,000"
,,TOTAL:,$,"3,750,000",$,"3,750,000",$,"3,500,000",$,"3,750,000",$,"3,750,000",$,"3,500,000",$,"3,500,000",$,"18,000,000",$,"3,500,000",$,"3,500,000",$,"3,500,000",$,"3,500,000",$,"1,000,000",$,"15,000,000",$,"33,000,000"
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,"1,000,000",$,"1,000,000",$,"750,000",$,"1,000,000",$,"1,000,000",$,"1,000,000",$,"1,000,000",$,"4,750,000",$,"1,000,000",$,"1,000,000",$,"1,000,000",$,"1,000,000",$,"1,000,000",$,"5,000,000",$,"9,750,000"
,Fund Balance/Reserves,,,"2,750,000",,"2,750,000",,"2,750,000",,"2,750,000",,"2,750,000",,"2,500,000",,"2,500,000",,"13,250,000",,"2,500,000",,"2,500,000",,"2,500,000",,"2,500,000",,-,,"10,000,000",,"23,250,000"
,Bonded / Note Indebtedness,Bonded / Note Indebtedness,,,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-
,Grants / Donations / Other,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"3,750,000",$,"3,750,000",$,"3,500,000",$,"3,750,000",$,"3,750,000",$,"3,500,000",$,"3,500,000",$,"18,000,000",$,"3,500,000",$,"3,500,000",$,"3,500,000",$,"3,500,000",$,"1,000,000",$,"15,000,000",$,"33,000,000"
NOTE 1:,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,,,,,,,,,,,,,,,,,,,,,,,,,
NOTE 2:,Land acquisition for campus site.,Land acquisition for campus site.,Land acquisition for campus site.,"FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition",,,,,,,,,,,,,,,,,,,
,"Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center",,,,,,,,,,,,,,,,
NOTE 3:,Moved projects to Administration,Moved projects to Administration,Moved projects to Administration,Moved projects to Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23/2007,9:58 AM,,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,
,,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,,,,,,,,
,,,,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,,,,,,,,
,,,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,,,,,,,,,,,,,,,,,
,,,,,,,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,,,,,,,,,,,,,,,,,,,,,
,,,,,,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,10 Year
,,,,CIP,,Budget,,,,,,,,,,,,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,,,2006-07,,2006-07,2007-08,2007-08,,2008-09,,2009-10,,2010-11,,2011-12,,FY 08-12',,2012-13',,2013-14',2014-15',2014-15',2015-16',2015-16',2016-17',2016-17',,FY 13-17',,TOTAL
C,Fire & Rescue,,,,,,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
,County Wide:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,-
1,New Fire Station-,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Central Hill Emer. Svcs.,Central Hill Emer. Svcs.,$,-,$,-,,,,,,,,,,,,,,,,,,,,,,,,,,
,Carrollton Fire:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Ambulance-addition,,,"40,000",,"40,000",,"42,500",,,,-,,-,,,,"42,500",,,,,,,,,,,,-,,"42,500"
,Ambulance-replacement,Ambulance-replacement,,,,,,,,,,,,,,,,-,,"100,000",,,,,,,,,,"100,000",,"100,000"
,Engine Truck-replacement,Engine Truck-replacement,,,,,,,,,,"90,000",,"210,000",,,,"300,000",,,,,,,,,,,,-,,"300,000"
,Tanker/Trailer -replacement,Tanker/Trailer -replacement,,,,,,"185,000",,,,,,,,,,"185,000",,,,,,,,,,,,-,,"185,000"
,Brush Truck - Replacement,Brush Truck - Replacement,,,,,,,,"100,000",,,,,,,,"100,000",,,,,,,,,,,,-,,"100,000"
,Quint - replacement,,,,,,,,,,,,,,,,,-,,,,,,"275,000",,"325,000",,"300,000",,"900,000",,"900,000"
,Carrsville Fire:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Ladder Truck-2 payments,Ladder Truck-2 payments,,"375,000",,"375,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Engine Truck-replacement,Engine Truck-replacement,,,,,,,,,,,,,,"300,000",,"300,000",,,,,,,,,,,,-,,"300,000"
,First Response Vehicle,First Response Vehicle,,,,,,,,,,,,,,"100,000",,"100,000",,,,,,,,,,,,-,,"100,000"
,Tanker -replacement,,,,,,,,,,,,,,,,,-,,"300,000",,,,,,,,,,"300,000",,"300,000"
,Upgrade SCBA Equipment,Upgrade SCBA Equipment,,,,,,,,,,"75,000",,-,,,,"75,000",,,,,,,,,,,,-,,"75,000"
,Station Remodel/Update,Station Remodel/Update,,,,,,,,,,,,,,,,,,,,"450,000",,,,,,,,"450,000",,"450,000"
,Rushmere Fire:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Upgrade SCBA Equipment,Upgrade SCBA Equipment,,,,,,"35,000",,,,,,,,,,"35,000",,,,,,,,,,,,-,,"35,000"
,Brush Truck-replacement,Brush Truck-replacement,,"80,000",,"80,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Building Addition-Design/Cnstr,Building Addition-Design/Cnstr,,,,,,"150,000",,"200,000",,,,,,,,"350,000",,,,,,,,,,,,-,,"350,000"
,Engine Replacement,,,,,,,"60,000",,"130,000",,"85,000",,,,,,"275,000",,,,,,,,-,,,,-,,"275,000"
,SCBA Equipment Replacement,SCBA Equipment Replacement,,,,,,,,,,,,,,,,-,,"50,000",,,,,,,,,,"50,000",,"50,000"
,Smithfield Fire:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Engine Truck-replacement,Engine Truck-replacement,,,,,,,,,,"275,000",,,,,,"275,000",,,,,,,,,,,,-,,"275,000"
,Engine Truck-addition-2 payments,Engine Truck-addition-2 payments,Engine Truck-addition-2 payments,,,,,,,,,,,,,"150,000",,"150,000",,"150,000",,,,,,,,,,"150,000",,"300,000"
1,Building Acqu./ Desgn/Constr.,Building Acqu./ Desgn/Constr.,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Crash Truck-refurbish,Crash Truck-refurbish,,,,,,"50,000",,,,,,,,,,"50,000",,,,,,,,,,,,-,,"50,000"
,Quint - addition,,,,,,,,,,,,,,,,,,,,,,,"275,000",,"325,000",,"300,000",,"900,000",,"900,000"
,Air Compressor-replacement,Air Compressor-replacement,,,,,,,,,,,,"50,000",,,,"50,000",,,,,,,,,,,,-,,"50,000"
,Windsor Fire:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Quint (Ladder/Pumper),Quint (Ladder/Pumper),,,,,,,,"100,000",,"90,000",,"310,000",,,,"500,000",,,,,,,,,,,,-,,"500,000"
,Isle of Wight Rescue:,Isle of Wight Rescue:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Ambulance-replacement,Ambulance-replacement,,"40,000",,"40,000",,"42,500",,"85,000",,,,,,"100,000",,"227,500",,,,-,,"100,000",,,,,,"100,000",,"327,500"
,Windsor Rescue:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Monitor/Defib - replacement,Monitor/Defib - replacement,,,,,,,,,,,,,,,,,,"50,000",,"50,000",,,,,,,,"100,000",,"100,000"
,Ambulance-replacement,Ambulance-replacement,,,,,,"85,000",,,,,,"100,000",,,,"185,000",,,,"100,000",,,,,,,,"100,000",,"285,000"
,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"535,000",$,"535,000","$ 650,000","$ 650,000",$,"615,000",$,"615,000",$,"670,000",$,"650,000",$,"3,200,000",$,"650,000",$,"600,000",$,"650,000",$,"650,000",$,"600,000",$,"3,150,000",$,"6,350,000"
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,"535,000",$,"535,000","$ 150,000","$ 150,000",$,"115,000",$,"115,000",$,"170,000",$,"150,000",$,"700,000",$,"150,000",$,"100,000",$,"150,000",$,"150,000",$,"100,000",$,"650,000",$,"1,350,000"
,Fund Balance/Reserves,,,,,-,,"500,000",,"500,000",,"500,000",,"500,000",,"500,000",,"2,500,000",,"500,000",,"500,000",,"500,000",,"500,000",,"500,000",,"2,500,000",,"5,000,000"
,Bonded / Note Indebtedness,Bonded / Note Indebtedness,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Grants / Donations / Other,Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"535,000",$,"535,000","$ 650,000","$ 650,000",$,"615,000",$,"615,000",$,"670,000",$,"650,000",$,"3,200,000",$,"650,000",$,"600,000",$,"650,000",$,"650,000",$,"600,000",$,"3,150,000",$,"6,350,000"
NOTE 1:,Moved to Space Needs,Moved to Space Needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
**Above amounts represent County portion only.**,**Above amounts represent County portion only.**,**Above amounts represent County portion only.**,**Above amounts represent County portion only.**,**Above amounts represent County portion only.**,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23/2007,9:58 AM,,,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,,
,,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,,,,,,,,
,,,,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,,,,,,,,
,,,,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,,,,,,,,,,,,,,,,,
,,,,,,,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,,,,,,,,,,,,,,,,,,,,,
,,,,,,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,,,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,,,10 Year
,,,,CIP,,Budget,,,,,,,,,,,,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,,,2006-07,,2006-07,,2007-08,,2008-09,,2009-10,,2010-11,,2011-12,,FY 08-12',,2012-13',,2013-14',,2014-15',,2015-16',,2016-17',,FY 13-17',,TOTAL
D,Parks & Recreation,,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
1,Future Projects / Reserves,,,-,,-,,,,-,,"250,000",,,,"370,000",,"620,000",,"420,000",,,,"630,000",,,,"500,000",,"1,550,000",,"2,170,000"
2,Land Preservation Reserve,,,"500,000",,"225,000",,"250,000",,"500,000",,"500,000",,"500,000",,"500,000",,"2,250,000",,"500,000",,"500,000",,"500,000",,"500,000",,"500,000",,"2,500,000",,"4,750,000"
,Hardy District Park:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Design/grubbing/roads,,,"285,000",,"285,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Construction,,,,,,,,,,,,,,,,,-,,,,,,,,"1,000,000",,,,"1,000,000",,"1,000,000"
,Nike Park:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
3,Soccer complex,,,"250,000",,"250,000",,"250,000",,,,,,,,,,"250,000",,,,,,,,,,,,-,,"250,000"
,Softball Field w/ Lights,,,,,,,,,"375,000",,,,,,,,"375,000",,,,,,,,,,,,-,,"375,000"
3,Design - Phase 1,,,"200,000",,"200,000",,,,,,"400,000",,,,,,"400,000",,,,,,,,,,,,-,,"400,000"
,Bldg- Phase 2 construction,,,,,,,,,,,,,"6,000,000",,,,"6,000,000",,,,,,,,,,,,-,,"6,000,000"
4,Bldg - Phase 3 construction,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
4,Bldg - Phase 4 Gym,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Basketball court,,,,,,,,,,,,,,,,,-,,,,,,,,"50,000",,,,"50,000",,"50,000"
,Nike Park Restroom,,,,,,,,,"50,000",,,,,,,,"50,000",,,,,,,,,,,,-,,"50,000"
,Nike Park Picnic Shelters,,,,,,,,,,,,,,,"80,000",,"80,000",,,,,,,,,,,,-,,"80,000"
,Aquatic Facility - Design,,,,,,,,,,,,,,,,,-,,,,,,,,,,"250,000",,"250,000",,"250,000"
,Zuni Park:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Development,,,,,,,,,"100,000",,,,,,,,"100,000",,"150,000",,,,,,,,,,"150,000",,"250,000"
,Fort Huger:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
7,Development-Design,,,"200,000",,"200,000",,-,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Heritage Park:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Heritage Park Restroom,,,,,,,-,,"70,000",,,,,,,,"70,000",,,,,,,,,,,,-,,"70,000"
,Heritage Park Trail System,,,,,,,,,"130,000",,,,,,,,"130,000",,,,,,,,,,,,-,,"130,000"
,Heritage Park Development,,,,,,,,,,,"300,000",,,,,,"300,000",,-,,,,,,,,,,-,,"300,000"
,Heritage Park Picnic Shelters,,,,,,,,,,,,,"160,000",,,,"160,000",,,,,,-,,,,,,-,,"160,000"
,Heritage Park Playground,,,,,,,,,,,,,"250,000",,,,"250,000",,,,,,-,,,,,,-,,"250,000"
,Heritage Park Soccer Complex,,,,,,,,,,,,,,,"300,000",,"300,000",,,,,,,,,,,,,,"300,000"
5,Heritage Park - Fairgrounds,,,,,,,"2,700,000",,"75,000",,,,,,,,"2,775,000",,,,,,,,,,,,-,,"2,775,000"
,Tyler's Beach,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Bulkhead Replacement,,,,,,,,,,,,,,,,,-,,"180,000",,,,,,,,,,"180,000",,"180,000"
,Restroom - construction,,,,,,,,,,,,,,,,,-,,,,,,"70,000",,,,,,"70,000",,"70,000"
,Beach Development,,,,,,,,,,,,,,,,,-,,,,,,"50,000",,,,,,"50,000",,"50,000"
,Camptown Park,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Otelia J. Rainey Bldg - Phase II,Otelia J. Rainey Bldg - Phase II,,,,,,,,,,,,,,,,-,,,,"1,000,000",,,,,,,,"1,000,000",,"1,000,000"
6 County Trails Development,6 County Trails Development,,,,,,,"100,000",,"472,000",,,,,,,,"572,000",,,,"150,000",,,,,,,,"150,000",,"722,000"
7 Museum Enhancements,7 Museum Enhancements,,,,,,,-,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Old Jail Renovation (interior),,,,,,,"70,000",,,,,,,,,,"70,000",,,,,,,,,,,,-,,"70,000"
,Ft. Boykin Erosion Control,,,,,,,"200,000",,,,,,,,,,"200,000",,,,,,,,,,,,-,,"200,000"
,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"1,435,000",$,"1,160,000",$,"3,570,000",$,"1,772,000",$,"1,450,000",$,"6,910,000",$,"1,250,000",$,"14,952,000",$,"1,250,000",$,"1,650,000",$,"1,250,000",$,"1,550,000",$,"1,250,000",$,"6,950,000",$,"21,902,000"
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,"1,150,000",$,"875,000",$,"1,100,000",$,"1,043,000",$,"1,250,000",$,-,$,"1,250,000",$,"4,643,000",$,"1,250,000",$,"1,250,000",$,"1,250,000",$,"1,300,000",$,"1,250,000",$,"6,300,000",$,"10,943,000"
,Fund Balance/Reserves,,,"285,000",,"285,000",,"320,000",,"379,000",,"200,000",,"1,104,000",,-,,"2,003,000",,,,"400,000",,-,,"250,000",,-,,"650,000",,"2,653,000"
,Bonded / Note Indebtedness,,,-,,-,,"2,150,000",,-,,-,,"5,806,000",,-,,"7,956,000",,-,,-,,,,-,,-,,-,,"7,956,000"
,Grants / Donations / Other,,,-,,-,,-,,"350,000",,-,,-,,-,,"350,000",,-,,-,,-,,-,,-,,-,,"350,000"
,,TOTAL:,$,"1,435,000",$,"1,160,000",$,"3,570,000",$,"1,772,000",$,"1,450,000",$,"6,910,000",$,"1,250,000",$,"14,952,000",$,"1,250,000",$,"1,650,000",$,"1,250,000",$,"1,550,000",$,"1,250,000",$,"6,950,000",$,"21,902,000"
NOTE 1:,"Prior to FY07, annual allocation was $650,000 towards designated projects or reserve buildup.","Prior to FY07, annual allocation was $650,000 towards designated projects or reserve buildup.","Prior to FY07, annual allocation was $650,000 towards designated projects or reserve buildup.","Prior to FY07, annual allocation was $650,000 towards designated projects or reserve buildup.","Prior to FY07, annual allocation was $650,000 towards designated projects or reserve buildup.","Prior to FY07, annual allocation was $650,000 towards designated projects or reserve buildup.","Prior to FY07, annual allocation was $650,000 towards designated projects or reserve buildup.","Prior to FY07, annual allocation was $650,000 towards designated projects or reserve buildup.","Prior to FY07, annual allocation was $650,000 towards designated projects or reserve buildup.","Beginning in FY08, annual appropriation is $750,000.","Beginning in FY08, annual appropriation is $750,000.","Beginning in FY08, annual appropriation is $750,000.","Beginning in FY08, annual appropriation is $750,000.","Beginning in FY08, annual appropriation is $750,000.","Beginning in FY08, annual appropriation is $750,000.",,,,,,,,,,,,,,,,,
